,year,sum,variable,timescale,region
0,2001,146165526.69214675,Cem_Total,yearly_jj,region_17
1,2002,624380115.9651132,Cem_Total,yearly_jj,region_17
2,2003,271277630.3315173,Cem_Total,yearly_jj,region_17
3,2004,179928929.33397505,Cem_Total,yearly_jj,region_17
4,2005,511784991.66276187,Cem_Total,yearly_jj,region_17
5,2006,727219166.371231,Cem_Total,yearly_jj,region_17
6,2007,280038813.8908843,Cem_Total,yearly_jj,region_17
7,2008,196153936.06692484,Cem_Total,yearly_jj,region_17
8,2009,124313173.55148588,Cem_Total,yearly_jj,region_17
9,2010,173676120.5890654,Cem_Total,yearly_jj,region_17
10,2011,249305803.07392898,Cem_Total,yearly_jj,region_17
11,2012,140532125.8399094,Cem_Total,yearly_jj,region_17
12,2013,211582584.83087945,Cem_Total,yearly_jj,region_17
13,2014,337526683.9574643,Cem_Total,yearly_jj,region_17
14,2015,59725168.70539589,Cem_Total,yearly_jj,region_17
15,2016,34094754.36188433,Cem_Total,yearly_jj,region_17
16,2017,146918871.21839628,Cem_Total,yearly_jj,region_17
17,2018,589906790.017038,Cem_Total,yearly_jj,region_17
18,2019,32558029.47988247,Cem_Total,yearly_jj,region_17
19,2020,2155050.183175232,Cem_Total,yearly_jj,region_17
