,year,sum,variable,timescale,region
0,2000,0.0,BA_Total,yearly_jj,region_45
1,2001,0.0,BA_Total,yearly_jj,region_45
2,2002,0.0,BA_Total,yearly_jj,region_45
3,2003,0.0,BA_Total,yearly_jj,region_45
4,2004,0.0,BA_Total,yearly_jj,region_45
5,2005,0.0,BA_Total,yearly_jj,region_45
6,2006,0.0,BA_Total,yearly_jj,region_45
7,2007,0.0,BA_Total,yearly_jj,region_45
8,2008,0.0,BA_Total,yearly_jj,region_45
9,2009,0.0,BA_Total,yearly_jj,region_45
10,2010,0.0,BA_Total,yearly_jj,region_45
11,2011,0.0,BA_Total,yearly_jj,region_45
12,2012,0.0,BA_Total,yearly_jj,region_45
13,2013,0.0,BA_Total,yearly_jj,region_45
14,2014,0.0,BA_Total,yearly_jj,region_45
15,2015,0.0,BA_Total,yearly_jj,region_45
16,2016,0.0,BA_Total,yearly_jj,region_45
17,2017,0.0,BA_Total,yearly_jj,region_45
18,2018,0.0,BA_Total,yearly_jj,region_45
19,2019,0.0,BA_Total,yearly_jj,region_45
20,2020,0.0,BA_Total,yearly_jj,region_45
21,2021,0.0,BA_Total,yearly_jj,region_45
22,2022,0.0,BA_Total,yearly_jj,region_45
23,2023,0.0,BA_Total,yearly_jj,region_45
