,fittype,tstart,tend,slope,intercept,corrcoef,R2adj,variable,timescale,region
0,theil-sen,2001-01-01,2023-01-01,5.779948,71.905911,0.868127,0.914022,BA_Forest_NonForest,seasonal_jja,region_03
1,ltr_fit,2001-01-01,2023-01-01,,,0.997555,0.998831,BA_Forest_NonForest,seasonal_jja,region_03
2,ltr_segment,2001-01-01,2008-01-01,-4.301431,148.921787,0.728931,0.996924,BA_Forest_NonForest,seasonal_jja,region_03
3,ltr_segment,2009-01-01,2015-01-01,9.708671,177.161271,0.841344,0.996697,BA_Forest_NonForest,seasonal_jja,region_03
4,ltr_segment,2016-01-01,2023-01-01,56.24065,188.845176,0.996299,0.999039,BA_Forest_NonForest,seasonal_jja,region_03
5,ltr_3_segment,2001-01-01,2023-01-01,,,0.996521,0.998336,BA_Forest_NonForest,seasonal_jja,region_03
