,year,sum,variable,timescale,region
0,2001,914.6368062317429,BA_Total,seasonal_jja,region_33
1,2002,1112.087147030185,BA_Total,seasonal_jja,region_33
2,2003,954.6090555014604,BA_Total,seasonal_jja,region_33
3,2004,1565.4065238558908,BA_Total,seasonal_jja,region_33
4,2005,821.6859785783836,BA_Total,seasonal_jja,region_33
5,2006,914.2005842259005,BA_Total,seasonal_jja,region_33
6,2007,1264.8972736124636,BA_Total,seasonal_jja,region_33
7,2008,498.7575462512171,BA_Total,seasonal_jja,region_33
8,2009,811.8140214216162,BA_Total,seasonal_jja,region_33
9,2010,952.9810126582277,BA_Total,seasonal_jja,region_33
10,2011,514.2507302823758,BA_Total,seasonal_jja,region_33
11,2012,264.57984420642646,BA_Total,seasonal_jja,region_33
12,2013,312.5589094449854,BA_Total,seasonal_jja,region_33
13,2014,484.5715676728335,BA_Total,seasonal_jja,region_33
14,2015,908.0223953261926,BA_Total,seasonal_jja,region_33
15,2016,598.9294060370008,BA_Total,seasonal_jja,region_33
16,2017,442.39629990262904,BA_Total,seasonal_jja,region_33
17,2018,465.43670886075955,BA_Total,seasonal_jja,region_33
18,2019,1494.4751703992208,BA_Total,seasonal_jja,region_33
19,2020,733.6854917234665,BA_Total,seasonal_jja,region_33
20,2021,343.11879259980526,BA_Total,seasonal_jja,region_33
21,2022,207.86952288218112,BA_Total,seasonal_jja,region_33
22,2023,153.8704965920156,BA_Total,seasonal_jja,region_33
