,year,sum,variable,timescale,region
0,2002,131745506.75005981,Cem_Forest_NonForest,seasonal_mam,region_38
1,2003,270147588.34046334,Cem_Forest_NonForest,seasonal_mam,region_38
2,2004,582475766.4617401,Cem_Forest_NonForest,seasonal_mam,region_38
3,2005,168631667.63737395,Cem_Forest_NonForest,seasonal_mam,region_38
4,2006,255388685.80699053,Cem_Forest_NonForest,seasonal_mam,region_38
5,2007,488564445.8818225,Cem_Forest_NonForest,seasonal_mam,region_38
6,2008,144085680.68014976,Cem_Forest_NonForest,seasonal_mam,region_38
7,2009,275373696.1345945,Cem_Forest_NonForest,seasonal_mam,region_38
8,2010,438947051.77010554,Cem_Forest_NonForest,seasonal_mam,region_38
9,2011,145516240.993813,Cem_Forest_NonForest,seasonal_mam,region_38
10,2012,205432014.93033418,Cem_Forest_NonForest,seasonal_mam,region_38
11,2013,298232445.7864276,Cem_Forest_NonForest,seasonal_mam,region_38
12,2014,361300406.1875593,Cem_Forest_NonForest,seasonal_mam,region_38
13,2015,340971170.48095375,Cem_Forest_NonForest,seasonal_mam,region_38
14,2016,137459874.86740312,Cem_Forest_NonForest,seasonal_mam,region_38
15,2017,143947547.9183761,Cem_Forest_NonForest,seasonal_mam,region_38
16,2018,92233824.92620243,Cem_Forest_NonForest,seasonal_mam,region_38
17,2019,152446108.79542315,Cem_Forest_NonForest,seasonal_mam,region_38
18,2020,275660724.62003547,Cem_Forest_NonForest,seasonal_mam,region_38
