year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,region
2002,2.2679373908109213,1.1478152451553663,0.06637723380045252,0.2524479454088643,3.0561535717589976,14.160838277508251,23.119235869476384,24.504260327078136,16.604219698162325,5.918873348588443,0.6114839340722972,0.2395476069941865,Cem_Total,monthly,region_25
2003,1.629168647466888,4.001039575881181,1.5732518333172993,0.25894111736417275,11.854790214654795,16.982249588333605,29.871493254099622,24.58855731021232,8.979370929133704,9.078836334769166,2.5575094735657196,0.4835675581991093,Cem_Total,monthly,region_25
2004,1.2235856306355548,2.3678486591700723,0.22467961666883632,0.15227313165359116,7.4395730061416305,28.12257088784473,21.50987903511617,18.486564871994872,9.410686441286686,5.591052850143132,0.4204656377926865,0.44503066291787113,Cem_Total,monthly,region_25
2005,1.5265772848249732,3.089560496628677,0.225913221620042,0.6666058577900905,5.0865352889118505,21.852752627996573,23.82312092714681,17.56571806909715,14.978390999764336,6.557807959804552,2.92174495830389,2.629373153130151,Cem_Total,monthly,region_25
2006,1.2509775201327646,0.7219110542815119,0.06308588498634746,0.14445034944130977,1.497056848098245,12.541055936720557,17.93999469150223,19.96987196638061,11.567748037716132,6.322416320931431,0.228219750184379,0.02615774441677924,Cem_Total,monthly,region_25
2007,0.43753123359016144,1.7645553231038706,0.7984214963129727,0.5137258288748142,3.5938180545389926,10.96875353587182,22.39803317659596,17.031066265497493,12.411722488931076,4.246117869203843,1.5119050787322128,1.065104793215344,Cem_Total,monthly,region_25
2008,1.3071645273675236,0.8627885952677565,0.17755884521061674,0.26863891293460085,3.8178026953277775,11.747153826956652,18.915668836702512,16.431618107531616,18.984973842258,5.123245878999895,1.1649572718569352,1.3737743141718932,Cem_Total,monthly,region_25
2009,1.1122492590947592,0.2526524035725894,0.5213474936172823,0.40310035221639895,2.0426781567440253,14.521593847394247,25.804033972207005,16.863332429387345,17.006976717651025,6.770675842967933,0.44121639784694455,0.06609270160612277,Cem_Total,monthly,region_25
2010,0.7373109277234947,0.4667555739268157,0.1579017094690981,0.6878061720515452,4.115159572085589,15.18486652359106,18.63105495804467,24.57425304251518,11.142922766402805,8.591965589669327,2.4432745068280144,0.41519415960702166,Cem_Total,monthly,region_25
2011,1.7062286028579376,1.5094308734976678,0.19274010203460423,0.1132219167786323,3.2031465225513682,15.905636649335234,19.44298350382289,14.239161804582244,11.326638313236202,4.439216348184014,0.8916823731871628,0.22576140263705446,Cem_Total,monthly,region_25
2012,2.9987623220462454,3.315314191356451,0.614868947625107,0.7542258409684874,4.733967329592546,16.139045934172195,18.154149339730953,17.450749626225807,7.980296195245019,6.841826740569598,0.47167321400846707,0.2922040568146151,Cem_Total,monthly,region_25
2013,0.6748667850687574,0.9003284720925516,0.3122373810141915,0.2030956282782784,2.5083424010778512,13.933616128753455,18.45444493881704,17.274072035421955,10.23000360218727,3.467011946647883,1.1459408171332526,0.48627911913801525,Cem_Total,monthly,region_25
2014,1.1199196251324437,1.8508412348989849,0.16256970938702817,0.2238796736133383,4.112040794106361,13.258217875444537,15.762657120259288,11.723522267630585,11.242929191601116,5.402794667459413,0.7906764596322209,0.5113473712367494,Cem_Total,monthly,region_25
2015,1.1968405014859473,1.88592493973551,1.8799266873801215,0.08627570304146275,1.9733110189594039,14.210994843055488,23.43113577003846,15.911796612131596,11.579249715392729,5.568904625841258,0.6024571788115474,0.06709489456701287,Cem_Total,monthly,region_25
2016,0.9336721232190319,1.5429738209097352,0.6994771949306086,0.14303210063669988,1.868627612195524,11.818426792954112,16.382208086254444,16.807986929839856,8.328108100406155,7.388823887848844,2.1873691765749785,1.2210924978017619,Cem_Total,monthly,region_25
2017,1.6691247774985252,0.3439299221374552,0.05157046802618297,0.2080589736082791,5.249536373279878,17.336751422285467,13.667443064636982,13.077948568382837,10.660492053916592,4.167565598392935,0.6150280712325467,1.0853168681944418,Cem_Total,monthly,region_25
2018,0.7666771428020668,1.2538817233688557,0.037332951999382066,0.06601102429809459,0.6838109239022623,4.4577909818512556,13.822051168649553,21.671732718395727,9.423105725586762,4.020749790450057,0.8600030635693632,0.2150787601938924,Cem_Total,monthly,region_25
2019,1.1514781323434795,1.1403823614641533,0.700522911007287,0.3099721762343087,2.703763593375449,15.377440945141855,16.50384604089659,14.866182429268255,7.036013461283816,1.7914284758675665,0.499924822144588,0.0243039667828479,Cem_Total,monthly,region_25
2020,0.6201714730075462,0.3035306892926424,0.17410798919838877,0.11561453170423786,1.1127118342244107,5.596942428400804,15.614325096527883,14.296422050494666,15.129243464701663,4.859851310599088,0.6381087243137686,0.4299093057034164,Cem_Total,monthly,region_25
