,year,sum,variable,timescale,region
0,2001,5330.697069943289,BA_Total,seasonal_mam,region_23
1,2002,5964.945179584121,BA_Total,seasonal_mam,region_23
2,2003,8227.422495274102,BA_Total,seasonal_mam,region_23
3,2004,8890.484877126653,BA_Total,seasonal_mam,region_23
4,2005,5163.152173913043,BA_Total,seasonal_mam,region_23
5,2006,6134.97495274102,BA_Total,seasonal_mam,region_23
6,2007,6900.017485822305,BA_Total,seasonal_mam,region_23
7,2008,5371.983459357278,BA_Total,seasonal_mam,region_23
8,2009,4128.240075614367,BA_Total,seasonal_mam,region_23
9,2010,6498.141776937618,BA_Total,seasonal_mam,region_23
10,2011,5766.82325141777,BA_Total,seasonal_mam,region_23
11,2012,5750.157844990548,BA_Total,seasonal_mam,region_23
12,2013,5463.470699432891,BA_Total,seasonal_mam,region_23
13,2014,4725.63752362949,BA_Total,seasonal_mam,region_23
14,2015,4513.327032136105,BA_Total,seasonal_mam,region_23
15,2016,5082.036862003781,BA_Total,seasonal_mam,region_23
16,2017,6020.358695652173,BA_Total,seasonal_mam,region_23
17,2018,3708.6238185255197,BA_Total,seasonal_mam,region_23
18,2019,4329.530718336483,BA_Total,seasonal_mam,region_23
19,2020,5396.150283553874,BA_Total,seasonal_mam,region_23
20,2021,5161.568998109641,BA_Total,seasonal_mam,region_23
21,2022,4793.521739130435,BA_Total,seasonal_mam,region_23
22,2023,4001.1696597353493,BA_Total,seasonal_mam,region_23
