,year,sum,variable,timescale,region
0,2002,64086822.94463623,Cem_Total,seasonal_son,region_32
1,2003,68028036.89123589,Cem_Total,seasonal_son,region_32
2,2004,28209169.77714278,Cem_Total,seasonal_son,region_32
3,2005,185338633.06124383,Cem_Total,seasonal_son,region_32
4,2006,18402141.66860272,Cem_Total,seasonal_son,region_32
5,2007,25066714.817997817,Cem_Total,seasonal_son,region_32
6,2008,43391564.259325184,Cem_Total,seasonal_son,region_32
7,2009,63234835.74289264,Cem_Total,seasonal_son,region_32
8,2010,24425036.471380133,Cem_Total,seasonal_son,region_32
9,2011,48386603.92024147,Cem_Total,seasonal_son,region_32
10,2012,5007641.514805912,Cem_Total,seasonal_son,region_32
11,2013,14398313.006954491,Cem_Total,seasonal_son,region_32
12,2014,59397393.069120064,Cem_Total,seasonal_son,region_32
13,2015,77773477.46372269,Cem_Total,seasonal_son,region_32
14,2016,27990652.046642214,Cem_Total,seasonal_son,region_32
15,2017,16021308.387221832,Cem_Total,seasonal_son,region_32
16,2018,8166308.168567847,Cem_Total,seasonal_son,region_32
17,2019,9228954.769685278,Cem_Total,seasonal_son,region_32
18,2020,183749926.34401825,Cem_Total,seasonal_son,region_32
