,year,sum,variable,timescale,region
0,2002,1054223.0204309544,Cem_Forest_NonForest,seasonal_jja,region_33
1,2003,229438.38266669723,Cem_Forest_NonForest,seasonal_jja,region_33
2,2004,294899.7535471276,Cem_Forest_NonForest,seasonal_jja,region_33
3,2005,552629.2051801889,Cem_Forest_NonForest,seasonal_jja,region_33
4,2006,759037.0110722381,Cem_Forest_NonForest,seasonal_jja,region_33
5,2007,1261769.0000322892,Cem_Forest_NonForest,seasonal_jja,region_33
6,2008,286587.0803068129,Cem_Forest_NonForest,seasonal_jja,region_33
7,2009,161759.92812566296,Cem_Forest_NonForest,seasonal_jja,region_33
8,2010,198881.35711995236,Cem_Forest_NonForest,seasonal_jja,region_33
9,2011,77972.58268705345,Cem_Forest_NonForest,seasonal_jja,region_33
10,2012,243869.55966695573,Cem_Forest_NonForest,seasonal_jja,region_33
11,2013,14145.299212228561,Cem_Forest_NonForest,seasonal_jja,region_33
12,2014,809253.0727224514,Cem_Forest_NonForest,seasonal_jja,region_33
13,2015,61818.35089765474,Cem_Forest_NonForest,seasonal_jja,region_33
14,2016,686580.6534737563,Cem_Forest_NonForest,seasonal_jja,region_33
15,2017,196463.78100175882,Cem_Forest_NonForest,seasonal_jja,region_33
16,2018,87012.08685537812,Cem_Forest_NonForest,seasonal_jja,region_33
17,2019,388378.16635464603,Cem_Forest_NonForest,seasonal_jja,region_33
18,2020,189841.47663374778,Cem_Forest_NonForest,seasonal_jja,region_33
