,year,sum,variable,timescale,region
0,2001,1405318387.7722063,Cem_Forest_NonForest,yearly_jj,region_15
1,2002,11833347801.603125,Cem_Forest_NonForest,yearly_jj,region_15
2,2003,8201096724.782962,Cem_Forest_NonForest,yearly_jj,region_15
3,2004,9030883239.372896,Cem_Forest_NonForest,yearly_jj,region_15
4,2005,8310043525.85149,Cem_Forest_NonForest,yearly_jj,region_15
5,2006,5782645923.692835,Cem_Forest_NonForest,yearly_jj,region_15
6,2007,12732515093.427118,Cem_Forest_NonForest,yearly_jj,region_15
7,2008,4140287072.114354,Cem_Forest_NonForest,yearly_jj,region_15
8,2009,3419538104.884625,Cem_Forest_NonForest,yearly_jj,region_15
9,2010,5359416787.430018,Cem_Forest_NonForest,yearly_jj,region_15
10,2011,5391907878.870209,Cem_Forest_NonForest,yearly_jj,region_15
11,2012,5645976066.612521,Cem_Forest_NonForest,yearly_jj,region_15
12,2013,7561855429.535139,Cem_Forest_NonForest,yearly_jj,region_15
13,2014,2013452939.583134,Cem_Forest_NonForest,yearly_jj,region_15
14,2015,2088384726.7706525,Cem_Forest_NonForest,yearly_jj,region_15
15,2016,3284792780.8553104,Cem_Forest_NonForest,yearly_jj,region_15
16,2017,10836930030.490177,Cem_Forest_NonForest,yearly_jj,region_15
17,2018,3045757756.4190207,Cem_Forest_NonForest,yearly_jj,region_15
18,2019,13328786367.134266,Cem_Forest_NonForest,yearly_jj,region_15
19,2020,8111837263.535035,Cem_Forest_NonForest,yearly_jj,region_15
