,year,sum,variable,timescale,region
0,2002,0.0,Cem_Total,seasonal_djf,region_29
1,2003,0.0,Cem_Total,seasonal_djf,region_29
2,2004,0.0,Cem_Total,seasonal_djf,region_29
3,2005,0.0,Cem_Total,seasonal_djf,region_29
4,2006,0.0,Cem_Total,seasonal_djf,region_29
5,2007,0.0,Cem_Total,seasonal_djf,region_29
6,2008,0.0,Cem_Total,seasonal_djf,region_29
7,2009,0.0,Cem_Total,seasonal_djf,region_29
8,2010,0.0,Cem_Total,seasonal_djf,region_29
9,2011,0.0,Cem_Total,seasonal_djf,region_29
10,2012,0.0,Cem_Total,seasonal_djf,region_29
11,2013,0.0,Cem_Total,seasonal_djf,region_29
12,2014,0.0,Cem_Total,seasonal_djf,region_29
13,2015,0.0,Cem_Total,seasonal_djf,region_29
14,2016,0.0,Cem_Total,seasonal_djf,region_29
15,2017,0.0,Cem_Total,seasonal_djf,region_29
16,2018,0.0,Cem_Total,seasonal_djf,region_29
17,2019,0.0,Cem_Total,seasonal_djf,region_29
18,2020,0.0,Cem_Total,seasonal_djf,region_29
