,year,sum,variable,timescale,region
0,2002,17579641.06415272,Cem_Total,seasonal_jja,region_07
1,2003,21708353.270504355,Cem_Total,seasonal_jja,region_07
2,2004,14305653.115183633,Cem_Total,seasonal_jja,region_07
3,2005,35469625.04996782,Cem_Total,seasonal_jja,region_07
4,2006,20498015.754003447,Cem_Total,seasonal_jja,region_07
5,2007,11318675.419009233,Cem_Total,seasonal_jja,region_07
6,2008,22457385.71553987,Cem_Total,seasonal_jja,region_07
7,2009,16901860.871212207,Cem_Total,seasonal_jja,region_07
8,2010,15667823.111446125,Cem_Total,seasonal_jja,region_07
9,2011,75374312.92013757,Cem_Total,seasonal_jja,region_07
10,2012,32305532.77078777,Cem_Total,seasonal_jja,region_07
11,2013,32445194.917821605,Cem_Total,seasonal_jja,region_07
12,2014,9660792.955825215,Cem_Total,seasonal_jja,region_07
13,2015,6792632.699091209,Cem_Total,seasonal_jja,region_07
14,2016,14059462.505565297,Cem_Total,seasonal_jja,region_07
15,2017,38927644.41631811,Cem_Total,seasonal_jja,region_07
16,2018,21111408.275170494,Cem_Total,seasonal_jja,region_07
17,2019,20315686.792094946,Cem_Total,seasonal_jja,region_07
18,2020,28671710.54480252,Cem_Total,seasonal_jja,region_07
