,year,sum,variable,timescale,region
0,2002,73251226.53996609,Cem_Total,seasonal_son,region_28
1,2003,171747296.86997718,Cem_Total,seasonal_son,region_28
2,2004,96943046.51295932,Cem_Total,seasonal_son,region_28
3,2005,189494654.9399793,Cem_Total,seasonal_son,region_28
4,2006,154930596.62904042,Cem_Total,seasonal_son,region_28
5,2007,156154217.94655812,Cem_Total,seasonal_son,region_28
6,2008,86543684.42048056,Cem_Total,seasonal_son,region_28
7,2009,145095258.05066624,Cem_Total,seasonal_son,region_28
8,2010,152250808.55462828,Cem_Total,seasonal_son,region_28
9,2011,151746038.8644035,Cem_Total,seasonal_son,region_28
10,2012,120484534.87527822,Cem_Total,seasonal_son,region_28
11,2013,150798515.89194003,Cem_Total,seasonal_son,region_28
12,2014,99695247.19413063,Cem_Total,seasonal_son,region_28
13,2015,125599748.28192976,Cem_Total,seasonal_son,region_28
14,2016,148698131.4920434,Cem_Total,seasonal_son,region_28
15,2017,130047362.72375026,Cem_Total,seasonal_son,region_28
16,2018,102374382.55876617,Cem_Total,seasonal_son,region_28
17,2019,94595812.57392676,Cem_Total,seasonal_son,region_28
18,2020,113615980.73935924,Cem_Total,seasonal_son,region_28
