,year,sum,variable,timescale,region
0,2002,877100369.6494375,Cem_Total,seasonal_jja,region_13
1,2003,522457915.1959223,Cem_Total,seasonal_jja,region_13
2,2004,832315745.3118212,Cem_Total,seasonal_jja,region_13
3,2005,1108300434.6391962,Cem_Total,seasonal_jja,region_13
4,2006,627929717.4259652,Cem_Total,seasonal_jja,region_13
5,2007,1063602051.7365323,Cem_Total,seasonal_jja,region_13
6,2008,232487270.48477253,Cem_Total,seasonal_jja,region_13
7,2009,119027634.39779577,Cem_Total,seasonal_jja,region_13
8,2010,1435997897.1186624,Cem_Total,seasonal_jja,region_13
9,2011,196874445.7875294,Cem_Total,seasonal_jja,region_13
10,2012,452398039.96604574,Cem_Total,seasonal_jja,region_13
11,2013,145159198.83325708,Cem_Total,seasonal_jja,region_13
12,2014,219897978.57782027,Cem_Total,seasonal_jja,region_13
13,2015,218906320.58104318,Cem_Total,seasonal_jja,region_13
14,2016,626160027.7471352,Cem_Total,seasonal_jja,region_13
15,2017,313271072.8539462,Cem_Total,seasonal_jja,region_13
16,2018,159682606.3548938,Cem_Total,seasonal_jja,region_13
17,2019,941263147.6419798,Cem_Total,seasonal_jja,region_13
18,2020,777838220.4692199,Cem_Total,seasonal_jja,region_13
