,year,sum,variable,timescale,region
0,2002,215762.0470810048,Cem_Forest_NonForest,seasonal_son,region_41
1,2003,410395.95878328016,Cem_Forest_NonForest,seasonal_son,region_41
2,2004,0.0,Cem_Forest_NonForest,seasonal_son,region_41
3,2005,0.0,Cem_Forest_NonForest,seasonal_son,region_41
4,2006,0.0,Cem_Forest_NonForest,seasonal_son,region_41
5,2007,1600.642635665373,Cem_Forest_NonForest,seasonal_son,region_41
6,2008,0.0,Cem_Forest_NonForest,seasonal_son,region_41
7,2009,2592.536512966035,Cem_Forest_NonForest,seasonal_son,region_41
8,2010,1121.6800554979723,Cem_Forest_NonForest,seasonal_son,region_41
9,2011,379666.51134390093,Cem_Forest_NonForest,seasonal_son,region_41
10,2012,247488.4625024926,Cem_Forest_NonForest,seasonal_son,region_41
11,2013,1011.0387718893463,Cem_Forest_NonForest,seasonal_son,region_41
12,2014,0.0,Cem_Forest_NonForest,seasonal_son,region_41
13,2015,178222.8829635523,Cem_Forest_NonForest,seasonal_son,region_41
14,2016,0.0,Cem_Forest_NonForest,seasonal_son,region_41
15,2017,0.0,Cem_Forest_NonForest,seasonal_son,region_41
16,2018,53542.77311362367,Cem_Forest_NonForest,seasonal_son,region_41
17,2019,1325.300705162388,Cem_Forest_NonForest,seasonal_son,region_41
18,2020,0.0,Cem_Forest_NonForest,seasonal_son,region_41
