,year,sum,variable,timescale,region
0,2001,98.71828171828172,BA_Forest_NonForest,seasonal_son,region_42
1,2002,518.7477522477524,BA_Forest_NonForest,seasonal_son,region_42
2,2003,138.78221778221783,BA_Forest_NonForest,seasonal_son,region_42
3,2004,69.50749250749251,BA_Forest_NonForest,seasonal_son,region_42
4,2005,69.72027972027973,BA_Forest_NonForest,seasonal_son,region_42
5,2006,153.51148851148852,BA_Forest_NonForest,seasonal_son,region_42
6,2007,34.34665334665335,BA_Forest_NonForest,seasonal_son,region_42
7,2008,46.65034965034965,BA_Forest_NonForest,seasonal_son,region_42
8,2009,221.24625374625379,BA_Forest_NonForest,seasonal_son,region_42
9,2010,3.604895104895105,BA_Forest_NonForest,seasonal_son,region_42
10,2011,221.3441558441559,BA_Forest_NonForest,seasonal_son,region_42
11,2012,347.1538461538462,BA_Forest_NonForest,seasonal_son,region_42
12,2013,365.84515484515487,BA_Forest_NonForest,seasonal_son,region_42
13,2014,53.548951048951054,BA_Forest_NonForest,seasonal_son,region_42
14,2015,69.04195804195807,BA_Forest_NonForest,seasonal_son,region_42
15,2016,109.11838161838162,BA_Forest_NonForest,seasonal_son,region_42
16,2017,48.908591408591406,BA_Forest_NonForest,seasonal_son,region_42
17,2018,246.28321678321686,BA_Forest_NonForest,seasonal_son,region_42
18,2019,739.7977022977025,BA_Forest_NonForest,seasonal_son,region_42
19,2020,66.22977022977024,BA_Forest_NonForest,seasonal_son,region_42
20,2021,25.58891108891109,BA_Forest_NonForest,seasonal_son,region_42
21,2022,4.615884115884115,BA_Forest_NonForest,seasonal_son,region_42
