,year,sum,variable,timescale,region
0,2001,270631054.2007313,Cem_Forest_NonForest,yearly_jj,region_18
1,2002,2456321471.5362487,Cem_Forest_NonForest,yearly_jj,region_18
2,2003,300548037.0823773,Cem_Forest_NonForest,yearly_jj,region_18
3,2004,393931338.4214715,Cem_Forest_NonForest,yearly_jj,region_18
4,2005,785672807.9010403,Cem_Forest_NonForest,yearly_jj,region_18
5,2006,631547606.6628662,Cem_Forest_NonForest,yearly_jj,region_18
6,2007,1169307433.237487,Cem_Forest_NonForest,yearly_jj,region_18
7,2008,1153016605.1599064,Cem_Forest_NonForest,yearly_jj,region_18
8,2009,692901334.9141331,Cem_Forest_NonForest,yearly_jj,region_18
9,2010,1625647505.8750315,Cem_Forest_NonForest,yearly_jj,region_18
10,2011,583710606.1348138,Cem_Forest_NonForest,yearly_jj,region_18
11,2012,530494882.153883,Cem_Forest_NonForest,yearly_jj,region_18
12,2013,376291220.77409756,Cem_Forest_NonForest,yearly_jj,region_18
13,2014,1326661086.737518,Cem_Forest_NonForest,yearly_jj,region_18
14,2015,1045214191.9951239,Cem_Forest_NonForest,yearly_jj,region_18
15,2016,186631504.88771275,Cem_Forest_NonForest,yearly_jj,region_18
16,2017,2734575568.860736,Cem_Forest_NonForest,yearly_jj,region_18
17,2018,849959181.354448,Cem_Forest_NonForest,yearly_jj,region_18
18,2019,1835158442.8550258,Cem_Forest_NonForest,yearly_jj,region_18
19,2020,390914973.24975914,Cem_Forest_NonForest,yearly_jj,region_18
