year,sum,variable,timescale,region
2002,22.8994921453905,Cem_Total,yearly,WSB
2003,20.432801987712093,Cem_Total,yearly,WSB
2004,28.897109380055195,Cem_Total,yearly,WSB
2005,27.59165593780129,Cem_Total,yearly,WSB
2006,21.18652943952328,Cem_Total,yearly,WSB
2007,11.555332088264569,Cem_Total,yearly,WSB
2008,23.99094252655362,Cem_Total,yearly,WSB
2009,8.054309229716694,Cem_Total,yearly,WSB
2010,28.37056646204554,Cem_Total,yearly,WSB
2011,10.400684420887131,Cem_Total,yearly,WSB
2012,67.18454896703653,Cem_Total,yearly,WSB
2013,17.693510616161824,Cem_Total,yearly,WSB
2014,11.837814311930357,Cem_Total,yearly,WSB
2015,8.349279340673887,Cem_Total,yearly,WSB
2016,13.18922039998584,Cem_Total,yearly,WSB
2017,15.771023867589747,Cem_Total,yearly,WSB
2018,4.679390059091462,Cem_Total,yearly,WSB
2019,11.37392515737014,Cem_Total,yearly,WSB
2020,11.666875722601073,Cem_Total,yearly,WSB
