,year,sum,variable,timescale,region
0,2002,9245770.047123944,Cem_Forest_NonForest,seasonal_son,region_28
1,2003,10638870.338328738,Cem_Forest_NonForest,seasonal_son,region_28
2,2004,17113638.915122684,Cem_Forest_NonForest,seasonal_son,region_28
3,2005,46418476.30339745,Cem_Forest_NonForest,seasonal_son,region_28
4,2006,36779769.92670385,Cem_Forest_NonForest,seasonal_son,region_28
5,2007,18265071.943341948,Cem_Forest_NonForest,seasonal_son,region_28
6,2008,11093366.465747276,Cem_Forest_NonForest,seasonal_son,region_28
7,2009,29039286.612659726,Cem_Forest_NonForest,seasonal_son,region_28
8,2010,51072840.06067601,Cem_Forest_NonForest,seasonal_son,region_28
9,2011,46241333.2910149,Cem_Forest_NonForest,seasonal_son,region_28
10,2012,24359707.40567359,Cem_Forest_NonForest,seasonal_son,region_28
11,2013,48531656.97956474,Cem_Forest_NonForest,seasonal_son,region_28
12,2014,17886576.382258683,Cem_Forest_NonForest,seasonal_son,region_28
13,2015,46489998.23406337,Cem_Forest_NonForest,seasonal_son,region_28
14,2016,49608623.635413475,Cem_Forest_NonForest,seasonal_son,region_28
15,2017,50201049.87733061,Cem_Forest_NonForest,seasonal_son,region_28
16,2018,34122243.023642324,Cem_Forest_NonForest,seasonal_son,region_28
17,2019,23029308.037781537,Cem_Forest_NonForest,seasonal_son,region_28
18,2020,24605603.66281718,Cem_Forest_NonForest,seasonal_son,region_28
