,year,sum,variable,timescale,region
0,2001,0.0,BA_Forest_NonForest,seasonal_djf,region_30
1,2002,0.0,BA_Forest_NonForest,seasonal_djf,region_30
2,2003,0.0,BA_Forest_NonForest,seasonal_djf,region_30
3,2004,0.0,BA_Forest_NonForest,seasonal_djf,region_30
4,2005,0.0136986301369863,BA_Forest_NonForest,seasonal_djf,region_30
5,2006,0.0,BA_Forest_NonForest,seasonal_djf,region_30
6,2007,0.0,BA_Forest_NonForest,seasonal_djf,region_30
7,2008,0.0,BA_Forest_NonForest,seasonal_djf,region_30
8,2009,0.0,BA_Forest_NonForest,seasonal_djf,region_30
9,2010,0.0,BA_Forest_NonForest,seasonal_djf,region_30
10,2011,0.0,BA_Forest_NonForest,seasonal_djf,region_30
11,2012,0.0,BA_Forest_NonForest,seasonal_djf,region_30
12,2013,0.0,BA_Forest_NonForest,seasonal_djf,region_30
13,2014,0.0,BA_Forest_NonForest,seasonal_djf,region_30
14,2015,0.0,BA_Forest_NonForest,seasonal_djf,region_30
15,2016,0.0,BA_Forest_NonForest,seasonal_djf,region_30
16,2017,0.015166340508806261,BA_Forest_NonForest,seasonal_djf,region_30
17,2018,0.0,BA_Forest_NonForest,seasonal_djf,region_30
18,2019,0.0,BA_Forest_NonForest,seasonal_djf,region_30
19,2020,0.04256360078277886,BA_Forest_NonForest,seasonal_djf,region_30
20,2021,0.0,BA_Forest_NonForest,seasonal_djf,region_30
21,2022,0.0,BA_Forest_NonForest,seasonal_djf,region_30
22,2023,0.0,BA_Forest_NonForest,seasonal_djf,region_30
