,year,sum,variable,timescale,region
0,2001,10535.378621378622,BA_Total,seasonal_son,region_26
1,2002,7282.580419580419,BA_Total,seasonal_son,region_26
2,2003,6663.11038961039,BA_Total,seasonal_son,region_26
3,2004,9336.948551448551,BA_Total,seasonal_son,region_26
4,2005,10316.166833166833,BA_Total,seasonal_son,region_26
5,2006,9113.996503496503,BA_Total,seasonal_son,region_26
6,2007,7056.86163836164,BA_Total,seasonal_son,region_26
7,2008,13861.552947052947,BA_Total,seasonal_son,region_26
8,2009,7928.117882117882,BA_Total,seasonal_son,region_26
9,2010,13531.448551448551,BA_Total,seasonal_son,region_26
10,2011,17193.42007992008,BA_Total,seasonal_son,region_26
11,2012,11021.81268731269,BA_Total,seasonal_son,region_26
12,2013,8405.795704295704,BA_Total,seasonal_son,region_26
13,2014,7035.723776223777,BA_Total,seasonal_son,region_26
14,2015,6066.3446553446565,BA_Total,seasonal_son,region_26
15,2016,7173.493506493506,BA_Total,seasonal_son,region_26
16,2017,11505.123876123875,BA_Total,seasonal_son,region_26
17,2018,9897.787212787214,BA_Total,seasonal_son,region_26
18,2019,5960.149350649349,BA_Total,seasonal_son,region_26
19,2020,11154.232767232768,BA_Total,seasonal_son,region_26
20,2021,13819.155344655346,BA_Total,seasonal_son,region_26
21,2022,11057.231268731266,BA_Total,seasonal_son,region_26
