,year,sum,variable,timescale,region
0,2001,25.078383641674783,BA_Forest_NonForest,seasonal_jja,region_39
1,2002,201.07302823758516,BA_Forest_NonForest,seasonal_jja,region_39
2,2003,67.00389483933787,BA_Forest_NonForest,seasonal_jja,region_39
3,2004,237.987341772152,BA_Forest_NonForest,seasonal_jja,region_39
4,2005,73.00000000000003,BA_Forest_NonForest,seasonal_jja,region_39
5,2006,184.50243427458622,BA_Forest_NonForest,seasonal_jja,region_39
6,2007,34.614410905550145,BA_Forest_NonForest,seasonal_jja,region_39
7,2008,42.94401168451801,BA_Forest_NonForest,seasonal_jja,region_39
8,2009,190.56426484907504,BA_Forest_NonForest,seasonal_jja,region_39
9,2010,27.876338851022393,BA_Forest_NonForest,seasonal_jja,region_39
10,2011,113.56037000973713,BA_Forest_NonForest,seasonal_jja,region_39
11,2012,95.89191820837391,BA_Forest_NonForest,seasonal_jja,region_39
12,2013,52.19912366114898,BA_Forest_NonForest,seasonal_jja,region_39
13,2014,71.81061343719573,BA_Forest_NonForest,seasonal_jja,region_39
14,2015,170.54333008763393,BA_Forest_NonForest,seasonal_jja,region_39
15,2016,51.90506329113923,BA_Forest_NonForest,seasonal_jja,region_39
16,2017,33.51460564751704,BA_Forest_NonForest,seasonal_jja,region_39
17,2018,58.787244401168444,BA_Forest_NonForest,seasonal_jja,region_39
18,2019,90.9113924050633,BA_Forest_NonForest,seasonal_jja,region_39
19,2020,17.75949367088608,BA_Forest_NonForest,seasonal_jja,region_39
20,2021,33.1475170399221,BA_Forest_NonForest,seasonal_jja,region_39
21,2022,21.57789678675755,BA_Forest_NonForest,seasonal_jja,region_39
22,2023,3.1548198636806233,BA_Forest_NonForest,seasonal_jja,region_39
