,year,sum,variable,timescale,region
0,2001,44557655.89179325,Cem_Forest_NonForest,yearly_jj,region_33
1,2002,245110839.17969218,Cem_Forest_NonForest,yearly_jj,region_33
2,2003,52021429.34845662,Cem_Forest_NonForest,yearly_jj,region_33
3,2004,133458295.23837616,Cem_Forest_NonForest,yearly_jj,region_33
4,2005,85201500.9944319,Cem_Forest_NonForest,yearly_jj,region_33
5,2006,244811033.21046752,Cem_Forest_NonForest,yearly_jj,region_33
6,2007,130260320.3079175,Cem_Forest_NonForest,yearly_jj,region_33
7,2008,67039306.13981182,Cem_Forest_NonForest,yearly_jj,region_33
8,2009,89676740.10255131,Cem_Forest_NonForest,yearly_jj,region_33
9,2010,390897729.33327806,Cem_Forest_NonForest,yearly_jj,region_33
10,2011,129401671.95782268,Cem_Forest_NonForest,yearly_jj,region_33
11,2012,87209772.99709077,Cem_Forest_NonForest,yearly_jj,region_33
12,2013,26535402.609337553,Cem_Forest_NonForest,yearly_jj,region_33
13,2014,98539736.19796473,Cem_Forest_NonForest,yearly_jj,region_33
14,2015,68663622.97175178,Cem_Forest_NonForest,yearly_jj,region_33
15,2016,233266481.59424075,Cem_Forest_NonForest,yearly_jj,region_33
16,2017,179174330.8090986,Cem_Forest_NonForest,yearly_jj,region_33
17,2018,61257917.03443377,Cem_Forest_NonForest,yearly_jj,region_33
18,2019,213278464.5024631,Cem_Forest_NonForest,yearly_jj,region_33
19,2020,82856742.78277855,Cem_Forest_NonForest,yearly_jj,region_33
