,year,sum,variable,timescale,region
0,2001,1388498039.45642,Cem_Total,yearly_jj,region_43
1,2002,25392809373.7911,Cem_Total,yearly_jj,region_43
2,2003,8785391709.442747,Cem_Total,yearly_jj,region_43
3,2004,18093494245.399303,Cem_Total,yearly_jj,region_43
4,2005,9321857166.939167,Cem_Total,yearly_jj,region_43
5,2006,21333915349.52463,Cem_Total,yearly_jj,region_43
6,2007,10263876953.161964,Cem_Total,yearly_jj,region_43
7,2008,12015217589.32854,Cem_Total,yearly_jj,region_43
8,2009,12707059700.07567,Cem_Total,yearly_jj,region_43
9,2010,7063607603.766688,Cem_Total,yearly_jj,region_43
10,2011,9944979704.587702,Cem_Total,yearly_jj,region_43
11,2012,10009863529.716568,Cem_Total,yearly_jj,region_43
12,2013,13804864351.921661,Cem_Total,yearly_jj,region_43
13,2014,11766981053.241772,Cem_Total,yearly_jj,region_43
14,2015,16391919502.784105,Cem_Total,yearly_jj,region_43
15,2016,10394181692.339655,Cem_Total,yearly_jj,region_43
16,2017,11851744432.369877,Cem_Total,yearly_jj,region_43
17,2018,24543229197.14389,Cem_Total,yearly_jj,region_43
18,2019,108366883868.48639,Cem_Total,yearly_jj,region_43
19,2020,2100068107.3801394,Cem_Total,yearly_jj,region_43
