,year,sum,variable,timescale,region
0,2001,19.00342465753425,BA_Forest_NonForest,seasonal_djf,region_28
1,2002,0.6218199608610567,BA_Forest_NonForest,seasonal_djf,region_28
2,2003,4.944227005870841,BA_Forest_NonForest,seasonal_djf,region_28
3,2004,4.701565557729941,BA_Forest_NonForest,seasonal_djf,region_28
4,2005,10.26174168297456,BA_Forest_NonForest,seasonal_djf,region_28
5,2006,0.8341487279843445,BA_Forest_NonForest,seasonal_djf,region_28
6,2007,24.97896281800391,BA_Forest_NonForest,seasonal_djf,region_28
7,2008,6.172700587084148,BA_Forest_NonForest,seasonal_djf,region_28
8,2009,2.794031311154599,BA_Forest_NonForest,seasonal_djf,region_28
9,2010,34.85225048923679,BA_Forest_NonForest,seasonal_djf,region_28
10,2011,44.55870841487279,BA_Forest_NonForest,seasonal_djf,region_28
11,2012,21.46037181996086,BA_Forest_NonForest,seasonal_djf,region_28
12,2013,8.508317025440313,BA_Forest_NonForest,seasonal_djf,region_28
13,2014,2.8209393346379645,BA_Forest_NonForest,seasonal_djf,region_28
14,2015,6.7035225048923675,BA_Forest_NonForest,seasonal_djf,region_28
15,2016,6.673189823874755,BA_Forest_NonForest,seasonal_djf,region_28
16,2017,6.288160469667319,BA_Forest_NonForest,seasonal_djf,region_28
17,2018,10.449608610567514,BA_Forest_NonForest,seasonal_djf,region_28
18,2019,0.8630136986301369,BA_Forest_NonForest,seasonal_djf,region_28
19,2020,11.338551859099804,BA_Forest_NonForest,seasonal_djf,region_28
20,2021,19.30675146771037,BA_Forest_NonForest,seasonal_djf,region_28
21,2022,6.824853228962818,BA_Forest_NonForest,seasonal_djf,region_28
22,2023,0.22749510763209393,BA_Forest_NonForest,seasonal_djf,region_28
