fittype,tstart,tend,slope,intercept,corrcoef,R2adj,variable,timescale,region
theil-sen,2001-10-01,2023-10-01,0.002835,1.217104,0.209972,0.986316,BA_Forest_NonForest,seasonal_son,NWS
