,year,sum,variable,timescale,region
0,2002,91164025.05228887,Cem_Total,seasonal_jja,region_11
1,2003,57115114.19421543,Cem_Total,seasonal_jja,region_11
2,2004,136400923.33419847,Cem_Total,seasonal_jja,region_11
3,2005,241229035.02910936,Cem_Total,seasonal_jja,region_11
4,2006,73969411.9326775,Cem_Total,seasonal_jja,region_11
5,2007,136234156.6105619,Cem_Total,seasonal_jja,region_11
6,2008,148400151.19976887,Cem_Total,seasonal_jja,region_11
7,2009,39645141.473032534,Cem_Total,seasonal_jja,region_11
8,2010,118314904.18765211,Cem_Total,seasonal_jja,region_11
9,2011,17971026.499943912,Cem_Total,seasonal_jja,region_11
10,2012,103685305.4544059,Cem_Total,seasonal_jja,region_11
11,2013,11382097.668890715,Cem_Total,seasonal_jja,region_11
12,2014,81475080.24469523,Cem_Total,seasonal_jja,region_11
13,2015,65973343.9291065,Cem_Total,seasonal_jja,region_11
14,2016,74527997.71131197,Cem_Total,seasonal_jja,region_11
15,2017,110483529.52430233,Cem_Total,seasonal_jja,region_11
16,2018,22716852.00717381,Cem_Total,seasonal_jja,region_11
17,2019,180410796.17780915,Cem_Total,seasonal_jja,region_11
18,2020,229805227.1875807,Cem_Total,seasonal_jja,region_11
