,year,sum,variable,timescale,region
0,2001,91.37962037962038,BA_Total,seasonal_son,region_35
1,2002,612.8921078921078,BA_Total,seasonal_son,region_35
2,2003,693.7337662337661,BA_Total,seasonal_son,region_35
3,2004,758.2567432567432,BA_Total,seasonal_son,region_35
4,2005,759.7767232767233,BA_Total,seasonal_son,region_35
5,2006,790.8236763236763,BA_Total,seasonal_son,region_35
6,2007,956.1738261738261,BA_Total,seasonal_son,region_35
7,2008,819.9255744255744,BA_Total,seasonal_son,region_35
8,2009,932.6928071928072,BA_Total,seasonal_son,region_35
9,2010,887.9255744255745,BA_Total,seasonal_son,region_35
10,2011,1061.158841158841,BA_Total,seasonal_son,region_35
11,2012,1019.7622377622378,BA_Total,seasonal_son,region_35
12,2013,956.421078921079,BA_Total,seasonal_son,region_35
13,2014,1053.4530469530469,BA_Total,seasonal_son,region_35
14,2015,926.8026973026972,BA_Total,seasonal_son,region_35
15,2016,1098.797202797203,BA_Total,seasonal_son,region_35
16,2017,713.8091908091908,BA_Total,seasonal_son,region_35
17,2018,922.5474525474525,BA_Total,seasonal_son,region_35
18,2019,988.7712287712286,BA_Total,seasonal_son,region_35
19,2020,1036.6113886113885,BA_Total,seasonal_son,region_35
20,2021,1021.6203796203796,BA_Total,seasonal_son,region_35
21,2022,919.3446553446553,BA_Total,seasonal_son,region_35
