,year,sum,variable,timescale,region
0,2002,0.0,Cem_Forest_NonForest,seasonal_djf,region_44
1,2003,4267.744624283949,Cem_Forest_NonForest,seasonal_djf,region_44
2,2004,0.0,Cem_Forest_NonForest,seasonal_djf,region_44
3,2005,0.0,Cem_Forest_NonForest,seasonal_djf,region_44
4,2006,4622.23714375598,Cem_Forest_NonForest,seasonal_djf,region_44
5,2007,0.0,Cem_Forest_NonForest,seasonal_djf,region_44
6,2008,45448.39587374085,Cem_Forest_NonForest,seasonal_djf,region_44
7,2009,13272.85634864847,Cem_Forest_NonForest,seasonal_djf,region_44
8,2010,56964.52353294803,Cem_Forest_NonForest,seasonal_djf,region_44
9,2011,0.0,Cem_Forest_NonForest,seasonal_djf,region_44
10,2012,0.0,Cem_Forest_NonForest,seasonal_djf,region_44
11,2013,0.0,Cem_Forest_NonForest,seasonal_djf,region_44
12,2014,0.0,Cem_Forest_NonForest,seasonal_djf,region_44
13,2015,0.0,Cem_Forest_NonForest,seasonal_djf,region_44
14,2016,66525.35036663436,Cem_Forest_NonForest,seasonal_djf,region_44
15,2017,475789.60937064915,Cem_Forest_NonForest,seasonal_djf,region_44
16,2018,2695.1488388331645,Cem_Forest_NonForest,seasonal_djf,region_44
17,2019,118755.75337077303,Cem_Forest_NonForest,seasonal_djf,region_44
18,2020,111781.28884327521,Cem_Forest_NonForest,seasonal_djf,region_44
