fittype,tstart,tend,slope,intercept,corrcoef,R2adj,variable,timescale,region
theil-sen,2001-01-01,2023-01-01,-0.040193,1.235507,0.939949,0.981888,BA_Forest_NonForest,yearly_jj,NEU
