,year,sum,variable,timescale,region
0,2002,80202552.69875039,Cem_Total,seasonal_djf,region_43
1,2003,296940334.35619015,Cem_Total,seasonal_djf,region_43
2,2004,112528092.14014882,Cem_Total,seasonal_djf,region_43
3,2005,152784611.15407872,Cem_Total,seasonal_djf,region_43
4,2006,278444686.74648637,Cem_Total,seasonal_djf,region_43
5,2007,149407025.34440967,Cem_Total,seasonal_djf,region_43
6,2008,43705129.98320545,Cem_Total,seasonal_djf,region_43
7,2009,168930181.07198688,Cem_Total,seasonal_djf,region_43
8,2010,106113339.2108677,Cem_Total,seasonal_djf,region_43
9,2011,59241807.9487455,Cem_Total,seasonal_djf,region_43
10,2012,50829588.168335006,Cem_Total,seasonal_djf,region_43
11,2013,112545473.18714711,Cem_Total,seasonal_djf,region_43
12,2014,170849312.01390383,Cem_Total,seasonal_djf,region_43
13,2015,136244701.5684897,Cem_Total,seasonal_djf,region_43
14,2016,164862508.89150324,Cem_Total,seasonal_djf,region_43
15,2017,33280647.14564598,Cem_Total,seasonal_djf,region_43
16,2018,32224111.03114287,Cem_Total,seasonal_djf,region_43
17,2019,837857054.5613164,Cem_Total,seasonal_djf,region_43
18,2020,1249469576.4087,Cem_Total,seasonal_djf,region_43
