,year,sum,variable,timescale,region
0,2001,0.5675146771037182,BA_Forest_NonForest,seasonal_djf,region_35
1,2002,0.39334637964774954,BA_Forest_NonForest,seasonal_djf,region_35
2,2003,2.5611545988258317,BA_Forest_NonForest,seasonal_djf,region_35
3,2004,1.7475538160469668,BA_Forest_NonForest,seasonal_djf,region_35
4,2005,0.9021526418786693,BA_Forest_NonForest,seasonal_djf,region_35
5,2006,4.002446183953033,BA_Forest_NonForest,seasonal_djf,region_35
6,2007,1.74853228962818,BA_Forest_NonForest,seasonal_djf,region_35
7,2008,1.1878669275929548,BA_Forest_NonForest,seasonal_djf,region_35
8,2009,3.733365949119374,BA_Forest_NonForest,seasonal_djf,region_35
9,2010,2.4442270058708413,BA_Forest_NonForest,seasonal_djf,region_35
10,2011,1.3003913894324852,BA_Forest_NonForest,seasonal_djf,region_35
11,2012,1.4672211350293543,BA_Forest_NonForest,seasonal_djf,region_35
12,2013,2.063600782778865,BA_Forest_NonForest,seasonal_djf,region_35
13,2014,1.0176125244618395,BA_Forest_NonForest,seasonal_djf,region_35
14,2015,1.0856164383561642,BA_Forest_NonForest,seasonal_djf,region_35
15,2016,3.8899217221135025,BA_Forest_NonForest,seasonal_djf,region_35
16,2017,2.547455968688845,BA_Forest_NonForest,seasonal_djf,region_35
17,2018,0.7000978473581212,BA_Forest_NonForest,seasonal_djf,region_35
18,2019,2.852739726027397,BA_Forest_NonForest,seasonal_djf,region_35
19,2020,2.0132093933463797,BA_Forest_NonForest,seasonal_djf,region_35
20,2021,6.032289628180039,BA_Forest_NonForest,seasonal_djf,region_35
21,2022,0.7304305283757337,BA_Forest_NonForest,seasonal_djf,region_35
22,2023,2.898238747553816,BA_Forest_NonForest,seasonal_djf,region_35
