,year,sum,variable,timescale,region
0,2002,10941565.962339489,Cem_Forest_NonForest,seasonal_djf,region_12
1,2003,24658084.358184878,Cem_Forest_NonForest,seasonal_djf,region_12
2,2004,27954927.473817676,Cem_Forest_NonForest,seasonal_djf,region_12
3,2005,4565498.8676489955,Cem_Forest_NonForest,seasonal_djf,region_12
4,2006,9519923.993508369,Cem_Forest_NonForest,seasonal_djf,region_12
5,2007,2525437.776421039,Cem_Forest_NonForest,seasonal_djf,region_12
6,2008,7558077.736322866,Cem_Forest_NonForest,seasonal_djf,region_12
7,2009,26181653.068421,Cem_Forest_NonForest,seasonal_djf,region_12
8,2010,1504326.5717544141,Cem_Forest_NonForest,seasonal_djf,region_12
9,2011,10308574.9751318,Cem_Forest_NonForest,seasonal_djf,region_12
10,2012,1449554.7475640306,Cem_Forest_NonForest,seasonal_djf,region_12
11,2013,5878022.573244761,Cem_Forest_NonForest,seasonal_djf,region_12
12,2014,4177249.876537115,Cem_Forest_NonForest,seasonal_djf,region_12
13,2015,252485190.0418588,Cem_Forest_NonForest,seasonal_djf,region_12
14,2016,4396950.102319835,Cem_Forest_NonForest,seasonal_djf,region_12
15,2017,52459557.71388486,Cem_Forest_NonForest,seasonal_djf,region_12
16,2018,393932.54706910317,Cem_Forest_NonForest,seasonal_djf,region_12
17,2019,3178000.694485536,Cem_Forest_NonForest,seasonal_djf,region_12
18,2020,1573466.5263564205,Cem_Forest_NonForest,seasonal_djf,region_12
