,year,sum,variable,timescale,region
0,2001,16137.18688845401,BA_Total,seasonal_djf,region_24
1,2002,22391.960861056752,BA_Total,seasonal_djf,region_24
2,2003,20211.88992172211,BA_Total,seasonal_djf,region_24
3,2004,18698.810176125247,BA_Total,seasonal_djf,region_24
4,2005,20911.057240704497,BA_Total,seasonal_djf,region_24
5,2006,15319.730919765167,BA_Total,seasonal_djf,region_24
6,2007,22555.342465753423,BA_Total,seasonal_djf,region_24
7,2008,20467.069471624265,BA_Total,seasonal_djf,region_24
8,2009,16252.554794520547,BA_Total,seasonal_djf,region_24
9,2010,16250.604696673188,BA_Total,seasonal_djf,region_24
10,2011,19498.343444227008,BA_Total,seasonal_djf,region_24
11,2012,20220.11007827789,BA_Total,seasonal_djf,region_24
12,2013,18517.773972602736,BA_Total,seasonal_djf,region_24
13,2014,19398.85714285714,BA_Total,seasonal_djf,region_24
14,2015,19829.115459882585,BA_Total,seasonal_djf,region_24
15,2016,20188.054305283757,BA_Total,seasonal_djf,region_24
16,2017,17479.663405088064,BA_Total,seasonal_djf,region_24
17,2018,16742.17074363992,BA_Total,seasonal_djf,region_24
18,2019,11198.227984344421,BA_Total,seasonal_djf,region_24
19,2020,18066.248043052838,BA_Total,seasonal_djf,region_24
20,2021,17202.528864970645,BA_Total,seasonal_djf,region_24
21,2022,13323.148238747553,BA_Total,seasonal_djf,region_24
22,2023,11803.527886497062,BA_Total,seasonal_djf,region_24
