,year,sum,variable,timescale,region
0,2002,45102794.313437164,Cem_Forest_NonForest,seasonal_jja,region_32
1,2003,116199384.39972448,Cem_Forest_NonForest,seasonal_jja,region_32
2,2004,2249415.926139048,Cem_Forest_NonForest,seasonal_jja,region_32
3,2005,7300213.618365342,Cem_Forest_NonForest,seasonal_jja,region_32
4,2006,6490373.370815328,Cem_Forest_NonForest,seasonal_jja,region_32
5,2007,43686259.258860424,Cem_Forest_NonForest,seasonal_jja,region_32
6,2008,278671988.73849523,Cem_Forest_NonForest,seasonal_jja,region_32
7,2009,109035727.88906223,Cem_Forest_NonForest,seasonal_jja,region_32
8,2010,30312135.968854785,Cem_Forest_NonForest,seasonal_jja,region_32
9,2011,184171830.40258574,Cem_Forest_NonForest,seasonal_jja,region_32
10,2012,1073092951.7510874,Cem_Forest_NonForest,seasonal_jja,region_32
11,2013,4534785.377038937,Cem_Forest_NonForest,seasonal_jja,region_32
12,2014,5307383.574678126,Cem_Forest_NonForest,seasonal_jja,region_32
13,2015,6890925.500740983,Cem_Forest_NonForest,seasonal_jja,region_32
14,2016,18015798.931631923,Cem_Forest_NonForest,seasonal_jja,region_32
15,2017,137661760.04573393,Cem_Forest_NonForest,seasonal_jja,region_32
16,2018,138097423.72626644,Cem_Forest_NonForest,seasonal_jja,region_32
17,2019,34487188.383629315,Cem_Forest_NonForest,seasonal_jja,region_32
18,2020,423019450.20381874,Cem_Forest_NonForest,seasonal_jja,region_32
