year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,region
2001,24.400000000000002,3.971,2.0680000000000005,6.097000000000001,15.559999999999995,200.26999999999992,202.29600000000005,487.7150000000001,350.987,336.95799999999997,3.8840000000000003,11.863999999999997,BA_Total,monthly,WSAF
2002,21.191000000000006,3.715,17.75,35.774,139.917,205.809,443.14799999999997,469.47800000000007,333.76699999999994,120.71599999999997,27.483999999999995,6.613,BA_Total,monthly,WSAF
2003,5.920000000000001,3.1590000000000007,6.018000000000001,11.121999999999998,106.12500000000001,219.18499999999995,347.3079999999999,656.992,308.64899999999994,126.43700000000001,5.351,6.280000000000001,BA_Total,monthly,WSAF
2004,2.326,1.407,1.08,2.4500000000000006,53.55199999999999,207.11499999999998,368.22400000000005,574.1689999999999,507.397,88.041,24.713000000000005,6.191999999999998,BA_Total,monthly,WSAF
2005,2.1620000000000004,2.007,2.702,9.526000000000003,82.47399999999999,234.37700000000004,405.9559999999999,450.7959999999999,520.2969999999998,142.44599999999997,20.941,7.763999999999999,BA_Total,monthly,WSAF
2006,3.3009999999999993,3.6430000000000007,2.894,2.753,37.526999999999994,177.24199999999993,351.99799999999993,547.401,531.9659999999999,61.630999999999986,12.556,15.729,BA_Total,monthly,WSAF
2007,7.936999999999999,6.048000000000001,46.37200000000001,7.9479999999999995,118.69199999999998,254.622,449.75,493.665,411.76899999999995,47.06699999999998,10.523,4.257000000000001,BA_Total,monthly,WSAF
2008,3.5909999999999997,5.242,1.097,3.418,30.874999999999996,187.84699999999998,330.79799999999983,443.84299999999996,691.2750000000002,193.24899999999994,34.06200000000001,5.205000000000001,BA_Total,monthly,WSAF
2009,3.7249999999999996,3.127,6.513,5.301,36.288,207.47600000000003,268.87600000000003,628.0799999999998,468.499,40.942,18.264,8.666,BA_Total,monthly,WSAF
2010,4.788,4.727,2.266,2.0560000000000005,19.329000000000004,194.95000000000007,378.21400000000006,672.157,491.2679999999999,360.8299999999999,38.87299999999999,1.6619999999999997,BA_Total,monthly,WSAF
2011,1.065,2.001,5.460999999999999,3.2310000000000008,30.085999999999995,229.648,557.9960000000002,689.8960000000001,631.657,443.25700000000006,57.685,3.2030000000000007,BA_Total,monthly,WSAF
2012,12.634,2.096,3.3379999999999996,8.184,123.63099999999997,324.6480000000001,373.8289999999999,447.4190000000001,593.553,108.15899999999999,30.205,11.873,BA_Total,monthly,WSAF
2013,3.3099999999999996,3.3819999999999997,8.194,32.504999999999995,146.959,235.99099999999999,324.708,489.862,366.3050000000001,174.323,14.508,3.2479999999999998,BA_Total,monthly,WSAF
2014,1.939,0.758,0.62,1.4470000000000003,22.739999999999995,178.07999999999998,364.62700000000007,542.6819999999999,333.723,126.84899999999998,4.717000000000001,2.2320000000000007,BA_Total,monthly,WSAF
2015,2.917,10.872,8.988999999999999,5.925000000000001,61.04499999999998,208.791,391.366,531.2030000000001,271.0009999999999,88.84199999999997,42.02300000000001,6.3389999999999995,BA_Total,monthly,WSAF
2016,6.26,4.131,1.9080000000000001,5.887000000000001,69.48700000000001,213.32599999999996,322.17999999999995,474.21500000000003,328.51300000000003,134.134,11.593,10.110999999999999,BA_Total,monthly,WSAF
2017,4.8469999999999995,4.401,5.518000000000001,3.193,30.414999999999996,162.69500000000002,296.2160000000001,485.92600000000004,611.138,124.02799999999998,28.475,17.217000000000002,BA_Total,monthly,WSAF
2018,8.849,1.987,1.1600000000000001,1.897,17.911000000000005,120.327,256.032,357.6399999999999,468.912,136.09,50.97399999999999,16.198,BA_Total,monthly,WSAF
2019,2.96,2.328,8.348,5.085,61.70399999999998,230.49,428.3559999999998,394.76800000000003,320.5369999999999,67.69899999999998,7.248000000000001,2.734,BA_Total,monthly,WSAF
2020,0.9450000000000001,0.675,1.381,2.1250000000000004,33.015999999999984,146.68799999999993,348.19399999999996,264.7389999999999,499.02399999999983,219.66399999999996,18.349000000000004,3.2979999999999996,BA_Total,monthly,WSAF
2021,2.3569999999999998,2.086,8.313,3.874,28.95499999999999,185.60499999999993,395.26800000000014,455.283,654.1590000000001,193.719,67.863,13.039999999999997,BA_Total,monthly,WSAF
2022,1.849,2.635,3.0470000000000006,4.663,41.812999999999974,129.60799999999995,262.425,549.4969999999998,502.78999999999996,216.237,11.651,9.984,BA_Total,monthly,WSAF
2023,9.195999999999998,2.3360000000000003,3.3409999999999997,23.462,80.06499999999998,246.589,,,,,,,BA_Total,monthly,WSAF
