,year,sum,variable,timescale,region
0,2001,11349.353943524831,BA_Total,seasonal_jja,region_40
1,2002,5932.516066212268,BA_Total,seasonal_jja,region_40
2,2003,3479.1192794547223,BA_Total,seasonal_jja,region_40
3,2004,6418.833982473224,BA_Total,seasonal_jja,region_40
4,2005,4062.606621226874,BA_Total,seasonal_jja,region_40
5,2006,6106.136806231742,BA_Total,seasonal_jja,region_40
6,2007,6170.429406037001,BA_Total,seasonal_jja,region_40
7,2008,4346.085199610517,BA_Total,seasonal_jja,region_40
8,2009,3822.634858812074,BA_Total,seasonal_jja,region_40
9,2010,4571.241480038948,BA_Total,seasonal_jja,region_40
10,2011,8179.971762414801,BA_Total,seasonal_jja,region_40
11,2012,8299.824245374879,BA_Total,seasonal_jja,region_40
12,2013,4339.8315481986365,BA_Total,seasonal_jja,region_40
13,2014,7257.316942551119,BA_Total,seasonal_jja,region_40
14,2015,4678.699123661148,BA_Total,seasonal_jja,region_40
15,2016,4305.578870496593,BA_Total,seasonal_jja,region_40
16,2017,4658.285783836416,BA_Total,seasonal_jja,region_40
17,2018,4545.2930866601755,BA_Total,seasonal_jja,region_40
18,2019,4735.846640701071,BA_Total,seasonal_jja,region_40
19,2020,3447.190847127556,BA_Total,seasonal_jja,region_40
20,2021,3835.9430379746836,BA_Total,seasonal_jja,region_40
21,2022,4864.655306718597,BA_Total,seasonal_jja,region_40
22,2023,1320.8033106134371,BA_Total,seasonal_jja,region_40
