,year,sum,variable,timescale,region
0,2002,525536764.1606968,Cem_Forest_NonForest,seasonal_jja,region_13
1,2003,211438216.37614173,Cem_Forest_NonForest,seasonal_jja,region_13
2,2004,392988168.43924767,Cem_Forest_NonForest,seasonal_jja,region_13
3,2005,491637124.3454267,Cem_Forest_NonForest,seasonal_jja,region_13
4,2006,326991839.16192096,Cem_Forest_NonForest,seasonal_jja,region_13
5,2007,575528492.8690453,Cem_Forest_NonForest,seasonal_jja,region_13
6,2008,83764951.86892639,Cem_Forest_NonForest,seasonal_jja,region_13
7,2009,23744689.31727914,Cem_Forest_NonForest,seasonal_jja,region_13
8,2010,819167715.8918176,Cem_Forest_NonForest,seasonal_jja,region_13
9,2011,91767014.01090892,Cem_Forest_NonForest,seasonal_jja,region_13
10,2012,183891899.08643487,Cem_Forest_NonForest,seasonal_jja,region_13
11,2013,46933641.33061919,Cem_Forest_NonForest,seasonal_jja,region_13
12,2014,86366233.42516226,Cem_Forest_NonForest,seasonal_jja,region_13
13,2015,94589340.04337934,Cem_Forest_NonForest,seasonal_jja,region_13
14,2016,323890631.96085125,Cem_Forest_NonForest,seasonal_jja,region_13
15,2017,125336844.17009854,Cem_Forest_NonForest,seasonal_jja,region_13
16,2018,49437944.68190083,Cem_Forest_NonForest,seasonal_jja,region_13
17,2019,531754996.3384627,Cem_Forest_NonForest,seasonal_jja,region_13
18,2020,344430169.1301509,Cem_Forest_NonForest,seasonal_jja,region_13
