,year,sum,variable,timescale,region
0,2001,766.230282375852,BA_Total,seasonal_jja,region_31
1,2002,2858.3456669912357,BA_Total,seasonal_jja,region_31
2,2003,2096.9308666017523,BA_Total,seasonal_jja,region_31
3,2004,1085.2604673807205,BA_Total,seasonal_jja,region_31
4,2005,253.48685491723464,BA_Total,seasonal_jja,region_31
5,2006,1256.3266796494645,BA_Total,seasonal_jja,region_31
6,2007,1282.7288218111,BA_Total,seasonal_jja,region_31
7,2008,892.1630963972734,BA_Total,seasonal_jja,region_31
8,2009,171.59006815968846,BA_Total,seasonal_jja,region_31
9,2010,241.49464459591042,BA_Total,seasonal_jja,region_31
10,2011,1607.57740993184,BA_Total,seasonal_jja,region_31
11,2012,1192.9600778967867,BA_Total,seasonal_jja,region_31
12,2013,1029.228334956183,BA_Total,seasonal_jja,region_31
13,2014,2311.285296981499,BA_Total,seasonal_jja,region_31
14,2015,1837.6767283349561,BA_Total,seasonal_jja,region_31
15,2016,1844.722979552093,BA_Total,seasonal_jja,region_31
16,2017,1865.554040895813,BA_Total,seasonal_jja,region_31
17,2018,1609.1893865628042,BA_Total,seasonal_jja,region_31
18,2019,2515.482473222979,BA_Total,seasonal_jja,region_31
19,2020,724.0155793573514,BA_Total,seasonal_jja,region_31
20,2021,3580.2536514118788,BA_Total,seasonal_jja,region_31
21,2022,178.34858812074003,BA_Total,seasonal_jja,region_31
22,2023,32.745861733203505,BA_Total,seasonal_jja,region_31
