,year,sum,variable,timescale,region
0,2001,37.04820415879018,BA_Total,seasonal_mam,region_05
1,2002,39.23818525519848,BA_Total,seasonal_mam,region_05
2,2003,270.8369565217392,BA_Total,seasonal_mam,region_05
3,2004,149.25047258979205,BA_Total,seasonal_mam,region_05
4,2005,337.89035916824196,BA_Total,seasonal_mam,region_05
5,2006,443.12098298676744,BA_Total,seasonal_mam,region_05
6,2007,104.79158790170132,BA_Total,seasonal_mam,region_05
7,2008,398.4031190926276,BA_Total,seasonal_mam,region_05
8,2009,657.4792060491494,BA_Total,seasonal_mam,region_05
9,2010,299.6502835538752,BA_Total,seasonal_mam,region_05
10,2011,683.3960302457468,BA_Total,seasonal_mam,region_05
11,2012,68.48724007561437,BA_Total,seasonal_mam,region_05
12,2013,53.26606805293005,BA_Total,seasonal_mam,region_05
13,2014,461.4328922495273,BA_Total,seasonal_mam,region_05
14,2015,170.35491493383742,BA_Total,seasonal_mam,region_05
15,2016,556.2859168241966,BA_Total,seasonal_mam,region_05
16,2017,445.50945179584124,BA_Total,seasonal_mam,region_05
17,2018,450.5529300567108,BA_Total,seasonal_mam,region_05
18,2019,356.80198487712664,BA_Total,seasonal_mam,region_05
19,2020,581.4503780718336,BA_Total,seasonal_mam,region_05
20,2021,232.86578449905483,BA_Total,seasonal_mam,region_05
21,2022,409.99952741020786,BA_Total,seasonal_mam,region_05
22,2023,225.4829867674858,BA_Total,seasonal_mam,region_05
