,year,sum,variable,timescale,region
0,2002,132036552.17562884,Cem_Total,seasonal_mam,region_39
1,2003,187484832.5693888,Cem_Total,seasonal_mam,region_39
2,2004,366301734.06496733,Cem_Total,seasonal_mam,region_39
3,2005,311071591.5823014,Cem_Total,seasonal_mam,region_39
4,2006,132868978.90772219,Cem_Total,seasonal_mam,region_39
5,2007,306898682.90631574,Cem_Total,seasonal_mam,region_39
6,2008,215600692.85675642,Cem_Total,seasonal_mam,region_39
7,2009,179727626.09684944,Cem_Total,seasonal_mam,region_39
8,2010,383876241.8555761,Cem_Total,seasonal_mam,region_39
9,2011,156456871.06569722,Cem_Total,seasonal_mam,region_39
10,2012,223840735.84465486,Cem_Total,seasonal_mam,region_39
11,2013,184895046.1596251,Cem_Total,seasonal_mam,region_39
12,2014,464489662.6936852,Cem_Total,seasonal_mam,region_39
13,2015,240349737.72840115,Cem_Total,seasonal_mam,region_39
14,2016,287665448.2502918,Cem_Total,seasonal_mam,region_39
15,2017,160284146.3982538,Cem_Total,seasonal_mam,region_39
16,2018,160639073.63037995,Cem_Total,seasonal_mam,region_39
17,2019,228946745.5461941,Cem_Total,seasonal_mam,region_39
18,2020,306065743.99720645,Cem_Total,seasonal_mam,region_39
