,year,sum,variable,timescale,region
0,2000,28996.0,BA_Total,yearly_jj,region_21
1,2001,133914.0,BA_Total,yearly_jj,region_21
2,2002,22877.0,BA_Total,yearly_jj,region_21
3,2003,99336.0,BA_Total,yearly_jj,region_21
4,2004,98486.0,BA_Total,yearly_jj,region_21
5,2005,128298.0,BA_Total,yearly_jj,region_21
6,2006,108477.0,BA_Total,yearly_jj,region_21
7,2007,165631.0,BA_Total,yearly_jj,region_21
8,2008,103345.0,BA_Total,yearly_jj,region_21
9,2009,103324.0,BA_Total,yearly_jj,region_21
10,2010,149131.0,BA_Total,yearly_jj,region_21
11,2011,46546.0,BA_Total,yearly_jj,region_21
12,2012,112640.0,BA_Total,yearly_jj,region_21
13,2013,66773.0,BA_Total,yearly_jj,region_21
14,2014,43323.0,BA_Total,yearly_jj,region_21
15,2015,57674.0,BA_Total,yearly_jj,region_21
16,2016,55969.0,BA_Total,yearly_jj,region_21
17,2017,35340.0,BA_Total,yearly_jj,region_21
18,2018,59475.0,BA_Total,yearly_jj,region_21
19,2019,57674.0,BA_Total,yearly_jj,region_21
20,2020,146546.0,BA_Total,yearly_jj,region_21
21,2021,122886.0,BA_Total,yearly_jj,region_21
22,2022,145392.0,BA_Total,yearly_jj,region_21
23,2023,4451.0,BA_Total,yearly_jj,region_21
