,year,sum,variable,timescale,region
0,2002,169468554.2653751,Cem_Total,seasonal_mam,region_38
1,2003,479661577.4001578,Cem_Total,seasonal_mam,region_38
2,2004,841086274.1351619,Cem_Total,seasonal_mam,region_38
3,2005,243311547.6421656,Cem_Total,seasonal_mam,region_38
4,2006,366281605.2430683,Cem_Total,seasonal_mam,region_38
5,2007,672621233.3673918,Cem_Total,seasonal_mam,region_38
6,2008,314339016.0607268,Cem_Total,seasonal_mam,region_38
7,2009,595241063.6752955,Cem_Total,seasonal_mam,region_38
8,2010,762783045.2882513,Cem_Total,seasonal_mam,region_38
9,2011,355302480.2479826,Cem_Total,seasonal_mam,region_38
10,2012,460445628.4694045,Cem_Total,seasonal_mam,region_38
11,2013,432124303.0140651,Cem_Total,seasonal_mam,region_38
12,2014,485452242.5244674,Cem_Total,seasonal_mam,region_38
13,2015,430500136.5268107,Cem_Total,seasonal_mam,region_38
14,2016,276292670.53994316,Cem_Total,seasonal_mam,region_38
15,2017,412546114.1386762,Cem_Total,seasonal_mam,region_38
16,2018,350068360.96835756,Cem_Total,seasonal_mam,region_38
17,2019,312016952.14941293,Cem_Total,seasonal_mam,region_38
18,2020,453666527.4851908,Cem_Total,seasonal_mam,region_38
