,year,sum,variable,timescale,region
0,2002,36972168.54072562,Cem_Forest_NonForest,seasonal_son,region_11
1,2003,18310745.767841257,Cem_Forest_NonForest,seasonal_son,region_11
2,2004,27399398.60430916,Cem_Forest_NonForest,seasonal_son,region_11
3,2005,28468197.66236555,Cem_Forest_NonForest,seasonal_son,region_11
4,2006,27991399.12914197,Cem_Forest_NonForest,seasonal_son,region_11
5,2007,39590741.73031935,Cem_Forest_NonForest,seasonal_son,region_11
6,2008,19470489.809410274,Cem_Forest_NonForest,seasonal_son,region_11
7,2009,26411885.325383037,Cem_Forest_NonForest,seasonal_son,region_11
8,2010,38322310.84925177,Cem_Forest_NonForest,seasonal_son,region_11
9,2011,7958988.760747736,Cem_Forest_NonForest,seasonal_son,region_11
10,2012,34773419.207116075,Cem_Forest_NonForest,seasonal_son,region_11
11,2013,4264562.6922142245,Cem_Forest_NonForest,seasonal_son,region_11
12,2014,10411478.206126641,Cem_Forest_NonForest,seasonal_son,region_11
13,2015,89325589.82758981,Cem_Forest_NonForest,seasonal_son,region_11
14,2016,21926163.892013635,Cem_Forest_NonForest,seasonal_son,region_11
15,2017,202026321.81988353,Cem_Forest_NonForest,seasonal_son,region_11
16,2018,34313803.58268388,Cem_Forest_NonForest,seasonal_son,region_11
17,2019,24804461.68423249,Cem_Forest_NonForest,seasonal_son,region_11
18,2020,136550895.968282,Cem_Forest_NonForest,seasonal_son,region_11
