,year,sum,variable,timescale,region
0,2001,19.07703213610586,BA_Forest_NonForest,seasonal_mam,region_06
1,2002,55.22637051039698,BA_Forest_NonForest,seasonal_mam,region_06
2,2003,41.2164461247637,BA_Forest_NonForest,seasonal_mam,region_06
3,2004,114.84971644612476,BA_Forest_NonForest,seasonal_mam,region_06
4,2005,50.02977315689981,BA_Forest_NonForest,seasonal_mam,region_06
5,2006,95.29962192816633,BA_Forest_NonForest,seasonal_mam,region_06
6,2007,200.90170132325144,BA_Forest_NonForest,seasonal_mam,region_06
7,2008,82.15831758034027,BA_Forest_NonForest,seasonal_mam,region_06
8,2009,64.76748582230624,BA_Forest_NonForest,seasonal_mam,region_06
9,2010,105.54158790170132,BA_Forest_NonForest,seasonal_mam,region_06
10,2011,104.24716446124765,BA_Forest_NonForest,seasonal_mam,region_06
11,2012,64.32419659735349,BA_Forest_NonForest,seasonal_mam,region_06
12,2013,113.1493383742911,BA_Forest_NonForest,seasonal_mam,region_06
13,2014,80.3624763705104,BA_Forest_NonForest,seasonal_mam,region_06
14,2015,45.85113421550094,BA_Forest_NonForest,seasonal_mam,region_06
15,2016,67.31427221172024,BA_Forest_NonForest,seasonal_mam,region_06
16,2017,110.11767485822305,BA_Forest_NonForest,seasonal_mam,region_06
17,2018,82.44565217391303,BA_Forest_NonForest,seasonal_mam,region_06
18,2019,80.39981096408317,BA_Forest_NonForest,seasonal_mam,region_06
19,2020,62.287334593572766,BA_Forest_NonForest,seasonal_mam,region_06
20,2021,103.01323251417769,BA_Forest_NonForest,seasonal_mam,region_06
21,2022,61.783553875236294,BA_Forest_NonForest,seasonal_mam,region_06
22,2023,77.05671077504726,BA_Forest_NonForest,seasonal_mam,region_06
