,year,sum,variable,timescale,region
0,2001,14446.694255111976,BA_Total,seasonal_jja,region_23
1,2002,15953.221032132424,BA_Total,seasonal_jja,region_23
2,2003,17336.6582278481,BA_Total,seasonal_jja,region_23
3,2004,17953.56280428432,BA_Total,seasonal_jja,region_23
4,2005,20394.354430379753,BA_Total,seasonal_jja,region_23
5,2006,20858.42794547225,BA_Total,seasonal_jja,region_23
6,2007,16687.60370009737,BA_Total,seasonal_jja,region_23
7,2008,18636.172833495617,BA_Total,seasonal_jja,region_23
8,2009,20155.437195715673,BA_Total,seasonal_jja,region_23
9,2010,19381.342745861733,BA_Total,seasonal_jja,region_23
10,2011,18285.82035053554,BA_Total,seasonal_jja,region_23
11,2012,17787.348101265823,BA_Total,seasonal_jja,region_23
12,2013,19211.406037000972,BA_Total,seasonal_jja,region_23
13,2014,18245.550146056477,BA_Total,seasonal_jja,region_23
14,2015,18866.485394352483,BA_Total,seasonal_jja,region_23
15,2016,19125.088120740016,BA_Total,seasonal_jja,region_23
16,2017,18291.73563777994,BA_Total,seasonal_jja,region_23
17,2018,19615.82375851996,BA_Total,seasonal_jja,region_23
18,2019,19963.100778967866,BA_Total,seasonal_jja,region_23
19,2020,18208.626582278484,BA_Total,seasonal_jja,region_23
20,2021,18564.45082765336,BA_Total,seasonal_jja,region_23
21,2022,19571.946445959104,BA_Total,seasonal_jja,region_23
22,2023,4697.059396299903,BA_Total,seasonal_jja,region_23
