,year,sum,variable,timescale,region
0,2002,1019462.7059851151,Cem_Total,seasonal_mam,region_20
1,2003,3657561.361972405,Cem_Total,seasonal_mam,region_20
2,2004,2000236.6706192244,Cem_Total,seasonal_mam,region_20
3,2005,6632109.261285985,Cem_Total,seasonal_mam,region_20
4,2006,8065894.294064909,Cem_Total,seasonal_mam,region_20
5,2007,1818570.461574019,Cem_Total,seasonal_mam,region_20
6,2008,2259516.8347877744,Cem_Total,seasonal_mam,region_20
7,2009,4232499.46428751,Cem_Total,seasonal_mam,region_20
8,2010,2473546.5818902566,Cem_Total,seasonal_mam,region_20
9,2011,5873440.459716106,Cem_Total,seasonal_mam,region_20
10,2012,9543751.39821431,Cem_Total,seasonal_mam,region_20
11,2013,3221134.332965427,Cem_Total,seasonal_mam,region_20
12,2014,3738637.4233115483,Cem_Total,seasonal_mam,region_20
13,2015,7132038.2172195595,Cem_Total,seasonal_mam,region_20
14,2016,1570611.4607157502,Cem_Total,seasonal_mam,region_20
15,2017,6694191.401127201,Cem_Total,seasonal_mam,region_20
16,2018,1318839.2951121638,Cem_Total,seasonal_mam,region_20
17,2019,10147526.718186125,Cem_Total,seasonal_mam,region_20
18,2020,6147903.282842172,Cem_Total,seasonal_mam,region_20
