,year,sum,variable,timescale,region
0,2002,185810817.52620584,Cem_Total,seasonal_mam,region_08
1,2003,640270918.6227775,Cem_Total,seasonal_mam,region_08
2,2004,67993018.68051802,Cem_Total,seasonal_mam,region_08
3,2005,370019343.0628432,Cem_Total,seasonal_mam,region_08
4,2006,215288735.08711192,Cem_Total,seasonal_mam,region_08
5,2007,198575669.21851823,Cem_Total,seasonal_mam,region_08
6,2008,165008868.13547602,Cem_Total,seasonal_mam,region_08
7,2009,246617185.79898414,Cem_Total,seasonal_mam,region_08
8,2010,113273925.43298866,Cem_Total,seasonal_mam,region_08
9,2011,268896842.26586944,Cem_Total,seasonal_mam,region_08
10,2012,80088310.60931455,Cem_Total,seasonal_mam,region_08
11,2013,229255902.22722605,Cem_Total,seasonal_mam,region_08
12,2014,77733398.65166035,Cem_Total,seasonal_mam,region_08
13,2015,156676490.48968434,Cem_Total,seasonal_mam,region_08
14,2016,192106065.36164007,Cem_Total,seasonal_mam,region_08
15,2017,178580394.84328943,Cem_Total,seasonal_mam,region_08
16,2018,104852962.66101053,Cem_Total,seasonal_mam,region_08
17,2019,257276389.36161104,Cem_Total,seasonal_mam,region_08
18,2020,349709994.17867184,Cem_Total,seasonal_mam,region_08
