,year,sum,variable,timescale,region
0,2001,2426.51614481409,BA_Total,seasonal_djf,region_39
1,2002,2647.0596868884545,BA_Total,seasonal_djf,region_39
2,2003,2943.147749510763,BA_Total,seasonal_djf,region_39
3,2004,4386.58757338552,BA_Total,seasonal_djf,region_39
4,2005,3195.078767123287,BA_Total,seasonal_djf,region_39
5,2006,2808.3948140900193,BA_Total,seasonal_djf,region_39
6,2007,3643.9187866927587,BA_Total,seasonal_djf,region_39
7,2008,2414.305283757338,BA_Total,seasonal_djf,region_39
8,2009,2996.8082191780827,BA_Total,seasonal_djf,region_39
9,2010,2643.423189823874,BA_Total,seasonal_djf,region_39
10,2011,2832.1545988258326,BA_Total,seasonal_djf,region_39
11,2012,2918.551859099804,BA_Total,seasonal_djf,region_39
12,2013,2650.319471624266,BA_Total,seasonal_djf,region_39
13,2014,2506.225048923679,BA_Total,seasonal_djf,region_39
14,2015,3318.7221135029354,BA_Total,seasonal_djf,region_39
15,2016,2478.4285714285716,BA_Total,seasonal_djf,region_39
16,2017,2379.222113502936,BA_Total,seasonal_djf,region_39
17,2018,2536.86301369863,BA_Total,seasonal_djf,region_39
18,2019,2697.6076320939333,BA_Total,seasonal_djf,region_39
19,2020,2621.559686888454,BA_Total,seasonal_djf,region_39
20,2021,2162.1668297455963,BA_Total,seasonal_djf,region_39
21,2022,1364.6849315068496,BA_Total,seasonal_djf,region_39
22,2023,2006.3772015655577,BA_Total,seasonal_djf,region_39
