,year,sum,variable,timescale,region
0,2001,0.0,BA_Forest_NonForest,seasonal_mam,region_45
1,2002,0.0,BA_Forest_NonForest,seasonal_mam,region_45
2,2003,0.0,BA_Forest_NonForest,seasonal_mam,region_45
3,2004,0.0,BA_Forest_NonForest,seasonal_mam,region_45
4,2005,0.0,BA_Forest_NonForest,seasonal_mam,region_45
5,2006,0.0,BA_Forest_NonForest,seasonal_mam,region_45
6,2007,0.0,BA_Forest_NonForest,seasonal_mam,region_45
7,2008,0.0,BA_Forest_NonForest,seasonal_mam,region_45
8,2009,0.0,BA_Forest_NonForest,seasonal_mam,region_45
9,2010,0.0,BA_Forest_NonForest,seasonal_mam,region_45
10,2011,0.0,BA_Forest_NonForest,seasonal_mam,region_45
11,2012,0.0,BA_Forest_NonForest,seasonal_mam,region_45
12,2013,0.0,BA_Forest_NonForest,seasonal_mam,region_45
13,2014,0.0,BA_Forest_NonForest,seasonal_mam,region_45
14,2015,0.0,BA_Forest_NonForest,seasonal_mam,region_45
15,2016,0.0,BA_Forest_NonForest,seasonal_mam,region_45
16,2017,0.0,BA_Forest_NonForest,seasonal_mam,region_45
17,2018,0.0,BA_Forest_NonForest,seasonal_mam,region_45
18,2019,0.0,BA_Forest_NonForest,seasonal_mam,region_45
19,2020,0.0,BA_Forest_NonForest,seasonal_mam,region_45
20,2021,0.0,BA_Forest_NonForest,seasonal_mam,region_45
21,2022,0.0,BA_Forest_NonForest,seasonal_mam,region_45
22,2023,0.0,BA_Forest_NonForest,seasonal_mam,region_45
