,year,sum,variable,timescale,region
0,2000,7144.0,BA_Total,yearly_jj,region_09
1,2001,6560.0,BA_Total,yearly_jj,region_09
2,2002,8455.0,BA_Total,yearly_jj,region_09
3,2003,24818.0,BA_Total,yearly_jj,region_09
4,2004,19626.0,BA_Total,yearly_jj,region_09
5,2005,16538.0,BA_Total,yearly_jj,region_09
6,2006,12162.0,BA_Total,yearly_jj,region_09
7,2007,9231.0,BA_Total,yearly_jj,region_09
8,2008,18633.0,BA_Total,yearly_jj,region_09
9,2009,9209.0,BA_Total,yearly_jj,region_09
10,2010,14761.0,BA_Total,yearly_jj,region_09
11,2011,7529.0,BA_Total,yearly_jj,region_09
12,2012,8848.0,BA_Total,yearly_jj,region_09
13,2013,5680.0,BA_Total,yearly_jj,region_09
14,2014,10344.0,BA_Total,yearly_jj,region_09
15,2015,5817.0,BA_Total,yearly_jj,region_09
16,2016,9159.0,BA_Total,yearly_jj,region_09
17,2017,3655.0,BA_Total,yearly_jj,region_09
18,2018,4752.0,BA_Total,yearly_jj,region_09
19,2019,15055.0,BA_Total,yearly_jj,region_09
20,2020,8374.0,BA_Total,yearly_jj,region_09
21,2021,6292.0,BA_Total,yearly_jj,region_09
22,2022,16677.0,BA_Total,yearly_jj,region_09
23,2023,1.0,BA_Total,yearly_jj,region_09
