,year,sum,variable,timescale,region
0,2001,157.7022977022977,BA_Total,seasonal_son,region_36
1,2002,226.12387612387613,BA_Total,seasonal_son,region_36
2,2003,185.8911088911089,BA_Total,seasonal_son,region_36
3,2004,290.72627372627375,BA_Total,seasonal_son,region_36
4,2005,163.6673326673327,BA_Total,seasonal_son,region_36
5,2006,319.0144855144855,BA_Total,seasonal_son,region_36
6,2007,434.5924075924075,BA_Total,seasonal_son,region_36
7,2008,310.0589410589411,BA_Total,seasonal_son,region_36
8,2009,321.2597402597403,BA_Total,seasonal_son,region_36
9,2010,433.37962037962046,BA_Total,seasonal_son,region_36
10,2011,405.4945054945057,BA_Total,seasonal_son,region_36
11,2012,254.69780219780222,BA_Total,seasonal_son,region_36
12,2013,461.83016983016984,BA_Total,seasonal_son,region_36
13,2014,735.2932067932071,BA_Total,seasonal_son,region_36
14,2015,574.068931068931,BA_Total,seasonal_son,region_36
15,2016,100.48601398601403,BA_Total,seasonal_son,region_36
16,2017,178.22577422577422,BA_Total,seasonal_son,region_36
17,2018,97.05344655344658,BA_Total,seasonal_son,region_36
18,2019,71.21728271728273,BA_Total,seasonal_son,region_36
19,2020,39.15184815184815,BA_Total,seasonal_son,region_36
20,2021,63.43256743256743,BA_Total,seasonal_son,region_36
21,2022,106.61888111888112,BA_Total,seasonal_son,region_36
