,year,sum,variable,timescale,region
0,2001,11921631804.061592,Cem_Total,yearly_jj,region_27
1,2002,214176818778.50302,Cem_Total,yearly_jj,region_27
2,2003,226955648444.4929,Cem_Total,yearly_jj,region_27
3,2004,216704998032.5025,Cem_Total,yearly_jj,region_27
4,2005,207862056199.58453,Cem_Total,yearly_jj,region_27
5,2006,193432401154.10974,Cem_Total,yearly_jj,region_27
6,2007,197978019621.9321,Cem_Total,yearly_jj,region_27
7,2008,229696353826.17975,Cem_Total,yearly_jj,region_27
8,2009,189800366447.87375,Cem_Total,yearly_jj,region_27
9,2010,229292853222.72382,Cem_Total,yearly_jj,region_27
10,2011,198518494536.66614,Cem_Total,yearly_jj,region_27
11,2012,199560267894.30615,Cem_Total,yearly_jj,region_27
12,2013,192606373608.72757,Cem_Total,yearly_jj,region_27
13,2014,189764285067.81836,Cem_Total,yearly_jj,region_27
14,2015,197558150345.1642,Cem_Total,yearly_jj,region_27
15,2016,181004968995.40158,Cem_Total,yearly_jj,region_27
16,2017,178913005689.58966,Cem_Total,yearly_jj,region_27
17,2018,193552136534.00638,Cem_Total,yearly_jj,region_27
18,2019,178192256510.1873,Cem_Total,yearly_jj,region_27
19,2020,158802791030.04562,Cem_Total,yearly_jj,region_27
