,year,sum,variable,timescale,region
0,2002,205575.1877018945,Cem_Forest_NonForest,seasonal_mam,region_04
1,2003,258592.7932871543,Cem_Forest_NonForest,seasonal_mam,region_04
2,2004,746281.8577340612,Cem_Forest_NonForest,seasonal_mam,region_04
3,2005,84773.93598698478,Cem_Forest_NonForest,seasonal_mam,region_04
4,2006,619186.8174417301,Cem_Forest_NonForest,seasonal_mam,region_04
5,2007,696623.5746751805,Cem_Forest_NonForest,seasonal_mam,region_04
6,2008,927345.7840050955,Cem_Forest_NonForest,seasonal_mam,region_04
7,2009,1502229.0049172356,Cem_Forest_NonForest,seasonal_mam,region_04
8,2010,430265.5507969574,Cem_Forest_NonForest,seasonal_mam,region_04
9,2011,37343.50456814492,Cem_Forest_NonForest,seasonal_mam,region_04
10,2012,171642.15187478584,Cem_Forest_NonForest,seasonal_mam,region_04
11,2013,173348.37846978017,Cem_Forest_NonForest,seasonal_mam,region_04
12,2014,503240.36963615584,Cem_Forest_NonForest,seasonal_mam,region_04
13,2015,72654.20331480293,Cem_Forest_NonForest,seasonal_mam,region_04
14,2016,871252.3842579343,Cem_Forest_NonForest,seasonal_mam,region_04
15,2017,85693.89060363118,Cem_Forest_NonForest,seasonal_mam,region_04
16,2018,427042.3882443176,Cem_Forest_NonForest,seasonal_mam,region_04
17,2019,113064.4950788403,Cem_Forest_NonForest,seasonal_mam,region_04
18,2020,62137.33871192583,Cem_Forest_NonForest,seasonal_mam,region_04
