,year,sum,variable,timescale,region
0,2001,11508164798.40175,Cem_Total,yearly_jj,region_41
1,2002,54058361787.32903,Cem_Total,yearly_jj,region_41
2,2003,6109099594.975361,Cem_Total,yearly_jj,region_41
3,2004,17873233014.39232,Cem_Total,yearly_jj,region_41
4,2005,3276919395.141862,Cem_Total,yearly_jj,region_41
5,2006,35105843196.53825,Cem_Total,yearly_jj,region_41
6,2007,22541813951.735996,Cem_Total,yearly_jj,region_41
7,2008,4706421546.065339,Cem_Total,yearly_jj,region_41
8,2009,6626504505.443416,Cem_Total,yearly_jj,region_41
9,2010,7066793297.388386,Cem_Total,yearly_jj,region_41
10,2011,105159708971.64406,Cem_Total,yearly_jj,region_41
11,2012,81062589760.58444,Cem_Total,yearly_jj,region_41
12,2013,8517962227.523023,Cem_Total,yearly_jj,region_41
13,2014,20581337996.052998,Cem_Total,yearly_jj,region_41
14,2015,14255916681.754114,Cem_Total,yearly_jj,region_41
15,2016,6444423978.618892,Cem_Total,yearly_jj,region_41
16,2017,38103498600.448204,Cem_Total,yearly_jj,region_41
17,2018,41972566519.794044,Cem_Total,yearly_jj,region_41
18,2019,7824596162.407344,Cem_Total,yearly_jj,region_41
19,2020,1641944559.6255877,Cem_Total,yearly_jj,region_41
