,year,sum,variable,timescale,region
0,2000,11150.0,BA_Total,yearly_jj,region_33
1,2001,96343.0,BA_Total,yearly_jj,region_33
2,2002,142542.0,BA_Total,yearly_jj,region_33
3,2003,139820.0,BA_Total,yearly_jj,region_33
4,2004,157717.0,BA_Total,yearly_jj,region_33
5,2005,122074.0,BA_Total,yearly_jj,region_33
6,2006,115133.0,BA_Total,yearly_jj,region_33
7,2007,149373.0,BA_Total,yearly_jj,region_33
8,2008,75555.0,BA_Total,yearly_jj,region_33
9,2009,112684.0,BA_Total,yearly_jj,region_33
10,2010,128448.0,BA_Total,yearly_jj,region_33
11,2011,97271.0,BA_Total,yearly_jj,region_33
12,2012,76125.0,BA_Total,yearly_jj,region_33
13,2013,77221.0,BA_Total,yearly_jj,region_33
14,2014,90739.0,BA_Total,yearly_jj,region_33
15,2015,151279.0,BA_Total,yearly_jj,region_33
16,2016,123119.0,BA_Total,yearly_jj,region_33
17,2017,88028.0,BA_Total,yearly_jj,region_33
18,2018,130618.0,BA_Total,yearly_jj,region_33
19,2019,228124.0,BA_Total,yearly_jj,region_33
20,2020,131091.0,BA_Total,yearly_jj,region_33
21,2021,86176.0,BA_Total,yearly_jj,region_33
22,2022,69721.0,BA_Total,yearly_jj,region_33
23,2023,10535.0,BA_Total,yearly_jj,region_33
