fittype,tstart,tend,slope,intercept,corrcoef,R2adj,variable,timescale,region
theil-sen,2001-04-01,2023-04-01,0.005413,0.018608,0.835278,0.909724,BA_Forest_NonForest,seasonal_mam,NAU
