fittype,tstart,tend,slope,intercept,corrcoef,R2adj,variable,timescale,region
theil-sen,2001-01-01,2023-01-01,-0.049852,4.137377,0.773915,0.991767,BA_Forest_NonForest,seasonal_jja,region_27
