,year,sum,variable,timescale,region
0,2002,200039318.40637583,Cem_Total,seasonal_mam,region_27
1,2003,89611498.51819105,Cem_Total,seasonal_mam,region_27
2,2004,47297567.1023231,Cem_Total,seasonal_mam,region_27
3,2005,350489486.2693154,Cem_Total,seasonal_mam,region_27
4,2006,44227827.073462136,Cem_Total,seasonal_mam,region_27
5,2007,101890517.44310926,Cem_Total,seasonal_mam,region_27
6,2008,79698872.11632353,Cem_Total,seasonal_mam,region_27
7,2009,44951836.029337175,Cem_Total,seasonal_mam,region_27
8,2010,43322118.4503481,Cem_Total,seasonal_mam,region_27
9,2011,57644941.99752164,Cem_Total,seasonal_mam,region_27
10,2012,106272645.43741892,Cem_Total,seasonal_mam,region_27
11,2013,112349430.35586432,Cem_Total,seasonal_mam,region_27
12,2014,51366243.90772274,Cem_Total,seasonal_mam,region_27
13,2015,55763753.44628114,Cem_Total,seasonal_mam,region_27
14,2016,43045343.18824051,Cem_Total,seasonal_mam,region_27
15,2017,19121986.930655472,Cem_Total,seasonal_mam,region_27
16,2018,17660351.888865624,Cem_Total,seasonal_mam,region_27
17,2019,82598930.74468209,Cem_Total,seasonal_mam,region_27
18,2020,59056321.933005795,Cem_Total,seasonal_mam,region_27
