,year,sum,variable,timescale,region
0,2001,0.0,Cem_Total,yearly_jj,region_44
1,2002,8974359.178304818,Cem_Total,yearly_jj,region_44
2,2003,0.0,Cem_Total,yearly_jj,region_44
3,2004,2901766.2028149874,Cem_Total,yearly_jj,region_44
4,2005,25484342.76032556,Cem_Total,yearly_jj,region_44
5,2006,3647346.9803482126,Cem_Total,yearly_jj,region_44
6,2007,45126007.64156437,Cem_Total,yearly_jj,region_44
7,2008,3248611.21165799,Cem_Total,yearly_jj,region_44
8,2009,6162822.261741698,Cem_Total,yearly_jj,region_44
9,2010,2390741.6631981204,Cem_Total,yearly_jj,region_44
10,2011,2487837.755778778,Cem_Total,yearly_jj,region_44
11,2012,25537060.00170471,Cem_Total,yearly_jj,region_44
12,2013,2496992.446465515,Cem_Total,yearly_jj,region_44
13,2014,2989720.2766068876,Cem_Total,yearly_jj,region_44
14,2015,38217598.63923575,Cem_Total,yearly_jj,region_44
15,2016,43548758.37982153,Cem_Total,yearly_jj,region_44
16,2017,5588287.975457537,Cem_Total,yearly_jj,region_44
17,2018,36887500.76401413,Cem_Total,yearly_jj,region_44
18,2019,37789645.10953337,Cem_Total,yearly_jj,region_44
19,2020,13156368.521973284,Cem_Total,yearly_jj,region_44
