,year,sum,variable,timescale,region
0,2001,13818881.388057524,Cem_Forest_NonForest,yearly_jj,region_03
1,2002,13731555416.270351,Cem_Forest_NonForest,yearly_jj,region_03
2,2003,9069402395.09919,Cem_Forest_NonForest,yearly_jj,region_03
3,2004,1015362114.8623701,Cem_Forest_NonForest,yearly_jj,region_03
4,2005,3918102474.084513,Cem_Forest_NonForest,yearly_jj,region_03
5,2006,7440605675.667683,Cem_Forest_NonForest,yearly_jj,region_03
6,2007,5465926881.317945,Cem_Forest_NonForest,yearly_jj,region_03
7,2008,4194327879.979261,Cem_Forest_NonForest,yearly_jj,region_03
8,2009,2222267527.712042,Cem_Forest_NonForest,yearly_jj,region_03
9,2010,14639300117.833307,Cem_Forest_NonForest,yearly_jj,region_03
10,2011,9054712616.627766,Cem_Forest_NonForest,yearly_jj,region_03
11,2012,6780124321.361661,Cem_Forest_NonForest,yearly_jj,region_03
12,2013,42337961712.59247,Cem_Forest_NonForest,yearly_jj,region_03
13,2014,2164132099.8355126,Cem_Forest_NonForest,yearly_jj,region_03
14,2015,7030859638.703065,Cem_Forest_NonForest,yearly_jj,region_03
15,2016,221178696.14206025,Cem_Forest_NonForest,yearly_jj,region_03
16,2017,12295517073.222185,Cem_Forest_NonForest,yearly_jj,region_03
17,2018,4572163823.602391,Cem_Forest_NonForest,yearly_jj,region_03
18,2019,3796782603.0580235,Cem_Forest_NonForest,yearly_jj,region_03
19,2020,232284745.19816428,Cem_Forest_NonForest,yearly_jj,region_03
