,year,sum,variable,timescale,region
0,2000,15680.0,BA_Forest_NonForest,yearly_jj,region_08
1,2001,34384.0,BA_Forest_NonForest,yearly_jj,region_08
2,2002,107728.0,BA_Forest_NonForest,yearly_jj,region_08
3,2003,10994.0,BA_Forest_NonForest,yearly_jj,region_08
4,2004,78404.0,BA_Forest_NonForest,yearly_jj,region_08
5,2005,31882.0,BA_Forest_NonForest,yearly_jj,region_08
6,2006,33964.0,BA_Forest_NonForest,yearly_jj,region_08
7,2007,29345.0,BA_Forest_NonForest,yearly_jj,region_08
8,2008,45503.0,BA_Forest_NonForest,yearly_jj,region_08
9,2009,22536.0,BA_Forest_NonForest,yearly_jj,region_08
10,2010,33330.0,BA_Forest_NonForest,yearly_jj,region_08
11,2011,15164.0,BA_Forest_NonForest,yearly_jj,region_08
12,2012,51880.0,BA_Forest_NonForest,yearly_jj,region_08
13,2013,20308.0,BA_Forest_NonForest,yearly_jj,region_08
14,2014,32906.0,BA_Forest_NonForest,yearly_jj,region_08
15,2015,25980.0,BA_Forest_NonForest,yearly_jj,region_08
16,2016,26813.0,BA_Forest_NonForest,yearly_jj,region_08
17,2017,22827.0,BA_Forest_NonForest,yearly_jj,region_08
18,2018,56002.0,BA_Forest_NonForest,yearly_jj,region_08
19,2019,56571.0,BA_Forest_NonForest,yearly_jj,region_08
20,2020,17889.0,BA_Forest_NonForest,yearly_jj,region_08
21,2021,21606.0,BA_Forest_NonForest,yearly_jj,region_08
22,2022,37898.0,BA_Forest_NonForest,yearly_jj,region_08
23,2023,5390.0,BA_Forest_NonForest,yearly_jj,region_08
