,year,sum,variable,timescale,region
0,2001,19.848151848151854,BA_Total,seasonal_son,region_03
1,2002,5.305694305694306,BA_Total,seasonal_son,region_03
2,2003,73.27122877122878,BA_Total,seasonal_son,region_03
3,2004,2.7202797202797204,BA_Total,seasonal_son,region_03
4,2005,23.916583416583414,BA_Total,seasonal_son,region_03
5,2006,56.38911088911089,BA_Total,seasonal_son,region_03
6,2007,29.501998001998004,BA_Total,seasonal_son,region_03
7,2008,106.75674325674326,BA_Total,seasonal_son,region_03
8,2009,17.20829170829171,BA_Total,seasonal_son,region_03
9,2010,11.562937062937063,BA_Total,seasonal_son,region_03
10,2011,62.94055944055945,BA_Total,seasonal_son,region_03
11,2012,10.02047952047952,BA_Total,seasonal_son,region_03
12,2013,13.408091908091906,BA_Total,seasonal_son,region_03
13,2014,33.60739260739261,BA_Total,seasonal_son,region_03
14,2015,11.495504495504495,BA_Total,seasonal_son,region_03
15,2016,1.503996003996004,BA_Total,seasonal_son,region_03
16,2017,98.0944055944056,BA_Total,seasonal_son,region_03
17,2018,5.205294705294705,BA_Total,seasonal_son,region_03
18,2019,0.988011988011988,BA_Total,seasonal_son,region_03
19,2020,4.821678321678322,BA_Total,seasonal_son,region_03
20,2021,41.37762237762237,BA_Total,seasonal_son,region_03
21,2022,2.822177822177822,BA_Total,seasonal_son,region_03
