,year,sum,variable,timescale,region
0,2002,98280930.78541243,Cem_Forest_NonForest,seasonal_son,region_15
1,2003,70685444.50629818,Cem_Forest_NonForest,seasonal_son,region_15
2,2004,70108804.08673748,Cem_Forest_NonForest,seasonal_son,region_15
3,2005,39114728.072192885,Cem_Forest_NonForest,seasonal_son,region_15
4,2006,30481108.62103626,Cem_Forest_NonForest,seasonal_son,region_15
5,2007,135408825.7566805,Cem_Forest_NonForest,seasonal_son,region_15
6,2008,25111071.549231935,Cem_Forest_NonForest,seasonal_son,region_15
7,2009,34858219.699057624,Cem_Forest_NonForest,seasonal_son,region_15
8,2010,53690684.53295355,Cem_Forest_NonForest,seasonal_son,region_15
9,2011,37475600.125814214,Cem_Forest_NonForest,seasonal_son,region_15
10,2012,56082672.79794124,Cem_Forest_NonForest,seasonal_son,region_15
11,2013,104969510.31980053,Cem_Forest_NonForest,seasonal_son,region_15
12,2014,23700798.455373436,Cem_Forest_NonForest,seasonal_son,region_15
13,2015,20807080.60672615,Cem_Forest_NonForest,seasonal_son,region_15
14,2016,32673590.030406155,Cem_Forest_NonForest,seasonal_son,region_15
15,2017,59355765.806237146,Cem_Forest_NonForest,seasonal_son,region_15
16,2018,13813146.043227209,Cem_Forest_NonForest,seasonal_son,region_15
17,2019,150823837.32830194,Cem_Forest_NonForest,seasonal_son,region_15
18,2020,104756389.87664789,Cem_Forest_NonForest,seasonal_son,region_15
